row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bảo hiểm tài sản Nhà máy Đạm Cà Mau,Ngắn hạn > Chi phí bảo hiểm tài sản Nhà máy Đạm Cà Mau,Chi phí bảo hiểm tài sản Nhà máy Đạm Cà Mau,16.920.110.765,14.615.383.401,16920110765.0,14615383401.0
Pano quảng cáo,Ngắn hạn > Pano quảng cáo,Pano quảng cáo,2.677.433.264,-,2677433264.0,
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,10.074.102.583,7.449.731.678,10074102583.0,7449731678.0
,,,29.671.646.612,22.065.115.079,29671646612.0,22065115079.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Lợi thể kinh doanh (*),Dài hạn > Lợi thể kinh doanh (*),Lợi thể kinh doanh (*),46.513.175.754,93.026.351.508,46513175754.0,93026351508.0
Hóa chất xúc tác,Dài hạn > Hóa chất xúc tác,Hóa chất xúc tác,23.398.011.981,-,23398011981.0,
Chi phí sửa chữa tài sản cố định,Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,20.130.240.727,-,20130240727.0,
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,8.988.058.148,10.189.780.516,8988058148.0,10189780516.0
,,,99.029.486.610,103.216.132.024,99029486610.0,103216132024.0
