row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrà nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năngtrà nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrà nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năngtrà nợ
,,,VND,VND,VND,VND,,,,
Tập đoàn Dầu khí Việt Nam (*),Tập đoàn Dầu khí Việt Nam (*),Tập đoàn Dầu khí Việt Nam (*),494.320.135.459,494.320.135.459,163.690.892.638,163.690.892.638,494320135459.0,494320135459.0,163690892638.0,163690892638.0
Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,33.178.233.697,33.178.233.697,27.038.360.664,27.038.360.664,33178233697.0,33178233697.0,27038360664.0,27038360664.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,160.907.219.113,160.907.219.113,107.541.526.740,107.541.526.740,160907219113.0,160907219113.0,107541526740.0,107541526740.0
,,,688.405.588.269,688.405.588.269,298.270.780.042,298.270.780.042,688405588269.0,688405588269.0,298270780042.0,298270780042.0
Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 34),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 34),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 34),544.674.749.629,544.674.749.629,201.621.359.072,201.621.359.072,544674749629.0,544674749629.0,201621359072.0,201621359072.0
