row_label_raw,row_label_full,Ông Bùi Minh Tiến,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Hoàng Trọng Dũng,Ông Hoàng Trọng Dũng,Ông Hoàng Trọng Dũng,Phó Tổng Giám đốc,
Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Phó Tổng Giám đốc,
Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Phó Tổng Giám đốc,
Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Phó Tổng Giám đốc,
