row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,,
Số đầu năm,Vốn cổ phần đã phát hành > Số đầu năm,Số đầu năm,34.309.140,32.756.212,34309140.0,32756212.0
Phát hành cổ phiếu phổ thông,Vốn cổ phần đã phát hành > Phát hành cổ phiếu phổ thông,Phát hành cổ phiếu phổ thông,138.551,1.543.142,138551.0,1543142.0
Chuyển đổi cổ phiếu ưu đãi sang cổ phiếu phổ thông,Vốn cổ phần đã phát hành > Chuyển đổi cổ phiếu ưu đãi sang cổ phiếu phổ thông,Chuyển đổi cổ phiếu ưu đãi sang cổ phiếu phổ thông,-,9.786,,9786.0
Số cuối năm,Vốn cổ phần đã phát hành > Số cuối năm,Số cuối năm,34.447.691,34.309.140,34447691.0,34309140.0
