row_label_raw,row_label_full,Tập đoàn Đệt may Việt Nam,Số cuối năm > Số lượng > 50.000.000,"Số cuối năm > Tỷ lệ biểu quyết (%) > 10,00","Số cuối năm > Tỷ lệ sở hữu (%) > 10,00",Số cuối năm > Giá trị ghi số (triệu VND) > 552.395,Số cuối năm > Giá trị hợp lý (triệu VND) > 474.333,Số đầu năm > Số lượng > 50.000.000,"Số đầu năm > Tỷ lệ biểu quyết (%) > 10,00","Số đầu năm > Tỷ lệ sở hữu (%) > 10,00",Số đầu năm > Giá trị ghi số (triệu VND) > 552.395,Số đầu năm > Giá trị hợp lý (triệu VND) > 409.000,numeric__Số cuối năm > Số lượng > 50.000.000,"numeric__Số cuối năm > Tỷ lệ biểu quyết (%) > 10,00","numeric__Số cuối năm > Tỷ lệ sở hữu (%) > 10,00",numeric__Số cuối năm > Giá trị ghi số (triệu VND) > 552.395,numeric__Số cuối năm > Giá trị hợp lý (triệu VND) > 474.333,numeric__Số đầu năm > Số lượng > 50.000.000,"numeric__Số đầu năm > Tỷ lệ biểu quyết (%) > 10,00","numeric__Số đầu năm > Tỷ lệ sở hữu (%) > 10,00",numeric__Số đầu năm > Giá trị ghi số (triệu VND) > 552.395,numeric__Số đầu năm > Giá trị hợp lý (triệu VND) > 409.000
Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông,Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông,Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông,(*),"9,62","9,62",519.233,(**),(*),"9,62","9,62",519.233,(**),,9.62,9.62,519233.0,,,9.62,9.62,519233.0,
Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,37.500.000,"5,00","5,00",390.000,(**),-,-,-,-,-,37500000.0,5.0,5.0,390000.0,,,,,,
Công ty Cổ phần Thời trang M.Y.M,Công ty Cổ phần Thời trang M.Y.M,Công ty Cổ phần Thời trang M.Y.M,6.080.000,"19,00","19,00",60.800,(**),6.080.000,"19,00","19,00",60.800,(**),6080000.0,19.0,19.0,60800.0,,6080000.0,19.0,19.0,60800.0,
Công ty Cổ phần Tập đoàn Truyền thông Thanh niên,Công ty Cổ phần Tập đoàn Truyền thông Thanh niên,Công ty Cổ phần Tập đoàn Truyền thông Thanh niên,400.000,"3,87","3,87",12.400,(**),400.000,"3,87","3,87",12.400,(**),400000.0,3.87,3.87,12400.0,,400000.0,3.87,3.87,12400.0,
Công ty VinITIS,Công ty VinITIS,Công ty VinITIS,-,-,-,-,-,95.000,"19,00","19,00",26.838,(**),,,,,,95000.0,19.0,19.0,26838.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,1.534.828,,,,,1.171.666,,,,,1534828.0,,,,,1171666.0,
Dự phòng đầu tư tài chính dài hạn khác,Dự phòng đầu tư tài chính dài hạn khác,Dự phòng đầu tư tài chính dài hạn khác,,,,(138.862),,,,,(204.195),,,,,-138862.0,,,,,-204195.0,
