row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
,,,,,,,"Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",,,,,,,
53,53,53,Công ty Cổ phần 1MG Housing,Công ty 1MG Housing,"99,90","51,17","Tầng 1, tòa nhà T26, Khu đô thị Times City, số 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Kinh doanh bất động sản,,,99.9,51.17,,
54,54,54,Công ty Cổ phần Đầu tư Kinh doanh VMC Holding,Công ty VMC Holding,"75,00","74,85",Khu Đô thị Sinh thái Vinhomes Riverside (1),Hoạt động tư vấn quản lý,,,75.0,74.85,,
55,55,55,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00","74,85","Số 458, Phố Minh Khai, Phường Vĩnh Tuy, Quận hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Cung cấp các dịch vụ bệnh viện,,,100.0,74.85,,
56,56,56,Công ty TNHH Một thành viên Vinschool,Công ty Vinschool,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
57,57,57,Công ty TNHH Giáo dục và Đào tạo VinAcademy,Công ty VinAcademy,"100,00","98,20",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,98.2,,
58,58,58,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
59,59,59,Công ty TNHH Dịch vụ Vận tải Sinh thái Vinbus,Công ty Vinbus,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Dịch vụ vận tải hành khách,,,100.0,100.0,,
60,60,60,Công ty TNHH Sản xuất và Kinh doanh Vinfast (***) (***),Công ty Vinfast,"51,52","51,52","Khu Kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, thị trấn Cát Hải, huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất ô tô và xe có động cơ khác,,,51.52,51.52,,
61,61,61,Công ty TNHH Kinh doanh thương mại và Dịch vụ Vinfast,Công ty Vinfast Trading,"99,50","51,26",Khu Đô thị Sinh thái Vinhomes Riverside (1),Bán lẻ ô tô con,,,99.5,51.26,,
62,62,62,Công ty Cổ phần Kinh doanh dịch vụ Smart Solution,Công ty Smart Solution,"100,00","51,47","Tầng 2, Khu Almaz Market, Đường Hoa Lan, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Bán lẻ ô tô con,,,100.0,51.47,,
63,63,63,Công ty TNHH Vinfast Germany,Công ty Vinfast Germany,"100,00","51,52","106ResCowork04, Frankfurt, Alte Oper, Bockenheimer Landstraße 17/19, 60325 Frankfurt am Main, Đức","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư,",,,100.0,51.52,,
