row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Cho vayGóp vốn bằng hình thức cán trừ khoản vayDoanh thu từ chuyển nhượng bất động sảnNhận đặt cọc cho mục đích hợp tác đầu tưLãi cho vayLợi nhuận từ hợp tác đầu tưDoanh thu cung cấp dịch vụ quản lýNhận đặt cọc chuyển nhượng cổ phầnChuyển nhượng cổ phầnNhận chuyển nhượng cổ phần,,
Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Công ty con,Đi vayCho vayLãi đi vay,,
Công ty Vinfast,Công ty Vinfast,Công ty Vinfast,Công ty con,Cho vayGóp vốn bằng tiềnGóp vốn bằng hình thức cán trừ khoản cho vayLãi cho vayĐi vayNhận chuyển nhượng cổ phần,,
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Đi vayNhận đặt cọc cho mục đích hợp tác đầu tưDoanh thu từ chuyển nhượng bất động sảnChuyển nhượng cổ phầnDoanh thu cung cấp dịch vụ quản lýLợi nhuận phân chia cho mục đích hợp tác đầu tư,,
