row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
64,64,64,Công ty TNHH Vinfast Engineering Australia,Công ty Vinfast Australia,"100,00","51,52","65 Fennel Street, Port Melbourne, Victoria, Australia","phụ từng ô tô xe máy và các hàng hóa liên quanThiết kế ô tô, xe máy; hợp tác nghiên cứu công nghệ và nhập khấu, phân phối hàng hóa",,,100.0,51.52,,
65,65,65,Công ty Cổ phần Hương Hải - Quảng Ngãi,Công ty Hương Hải - Quảng Ngãi,"100,00","51,63","33/11, đường Lê Lợi, tổ 9, Phường Chánh Lộ, Thành phố Quảng Ngãi, Tĩnh Quảng Ngãi, Việt Nam",Khai thác mỏ và khai thác khoáng chất và nguyên liệu khác,,,100.0,51.63,,
66,66,66,Công ty Cổ phần Vin3S,Công ty Vin3S,"100,00","89,50",Khu Đô thị Sinh thái Vinhomes Riverside (1),Sản xuất và bán buôn dược phẩm,,,100.0,89.5,,
67,67,67,Công ty Cổ phần Nghiên cứu và Sản xuất Vinsmart,Công ty Vinsmart,"62,03","62,03","Lô CN1-06B-1&2 Khu Công nghiệp Công nghệ cao 1, Khu Công nghệ cao Hòa Lạc, xã Hạ Bằng, huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",Sản xuất thiết bị truyền thông,,,62.03,62.03,,
68,68,68,Công ty TNHH Pin Lithium V-G,Công ty Pin Lithium V-G,"75,00","46,53","Tổ hợp sản xuất ô tô Vinfast, Khu kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, Thị Trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất pin và ắc quy,,,75.0,46.53,,
69,69,69,Công ty Cổ phần Vingroup Investment Việt Nam,Công ty Vingroup Investment Việt Nam,"100,00","99,89",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Hoạt động tư vấn, đầu tư",,,100.0,99.89,,
70,70,70,Mundo Reader S.L (****),Mundo Reader,"51,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Sản xuất thiết bị điện tử,,,51.0,40.8,,
71,71,71,Luarna Ediciones S.L.,Luarna Ediciones,"100,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Mua bán hàng hóa,,,100.0,40.8,,
72,72,72,Marcha Technology S.L.,Marcha Technology,"60,00","24,48","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Sản xuất máy in ấn 3D,,,60.0,24.48,,
73,73,73,"Iot & Mobility Y Commerce, S.L.",Iot & Mobility Y Commerce,"100,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Mua bán hàng hóa,,,100.0,40.8,,
