row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Đơn vị tính: triệu VND Số đầu năm > Giá gốc,Đơn vị tính: triệu VND Số đầu năm > Giá trị ghi sổ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá trị ghi sổ
Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),600.000,600.000,-,-,600000.0,600000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,600.000,600.000,-,-,600000.0,600000.0,,
