row_label_raw,row_label_full,Thay đổi dự phòng giảm giá trị các khoản đầu tư,Đơn vị tính: triệu VND > Năm nay > 4.349.704,Đơn vị tính: triệu VND > Năm trước > 2.866.311,numeric__Đơn vị tính: triệu VND > Năm nay > 4.349.704,numeric__Đơn vị tính: triệu VND > Năm trước > 2.866.311
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,2.013.718,1.749.388,2013718.0,1749388.0
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,106.323,137.299,106323.0,137299.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,150.153,45.869,150153.0,45869.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.619.898,4.798.867,6619898.0,4798867.0
