row_label_raw,row_label_full,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm trước
1.908.253,1.908.253,1.908.253,-,
657.993,1.908.253 > 657.993,657.993,675.356,675356.0
624.909,1.908.253 > 624.909,624.909,3.014.466,3014466.0
-,1.908.253 > -,-,6.038.847,6038847.0
-,1.908.253 > -,-,3.147.470,3147470.0
-,1.908.253 > -,-,2.229.450,2229450.0
-,1.908.253 > -,-,2.333.164,2333164.0
-,1.908.253 > -,-,19.315.000,19315000.0
-,1.908.253 > -,-,891.660,891660.0
-,1.908.253 > -,-,1.113.837,1113837.0
-,1.908.253 > -,-,16.431.302,16431302.0
-,1.908.253 > -,-,6.805.786,6805786.0
-,1.908.253 > -,-,9.625.516,9625516.0
-,1.908.253 > -,-,17.719.090,17719090.0
-,1.908.253 > -,-,4.533.710,4533710.0
-,1.908.253 > -,-,13.186.442,13186442.0
-,1.908.253 > -,-,215.139,215139.0
-,1.908.253 > -,-,18.761,18761.0
