row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND > Số đầu năm > Giá gốc,Đơn vị tính: triệu VND > Số đầu năm > Giá trị hợp lý,Đơn vị tính: triệu VND > Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND > Số đầu năm > Giá trị hợp lý,numeric__Đơn vị tính: triệu VND > Số đầu năm > Dự phòng
Cổ phần/Quyền chọn nhận cổ phần (i),Cổ phần/Quyền chọn nhận cổ phần (i),Cổ phần/Quyền chọn nhận cổ phần (i),5.538.327,(*),-,9.539.371,9.539.371,-,5538327.0,,,9539371.0,9539371.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.538.327,(*),-,9.539.371,9.539.371,-,5538327.0,,,9539371.0,9539371.0,
