row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,26.1,6.543.437,13.270.871,,261.0,6543437.0,13270871.0
02,02,02,Các khoản giảm trừ doanh thu,26.1,-,-,,261.0,,
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,6.543.437,13.270.871,,261.0,6543437.0,13270871.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,(6.415.719),(12.560.266),,27.0,-6415719.0,-12560266.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,127.718,710.605,,,127718.0,710605.0
21,21,21,Doanh thu hoạt động tài chính,26.3,12.496.435,12.881.403,,263.0,12496435.0,12881403.0
22,22,22,Chi phí tài chínhTrong đó: Chi phí lãi vay và chi phí phát hành,28,(6.619.898),(4.798.867),,28.0,-6619898.0,-4798867.0
23,23,23,Chi phí tài chínhTrong đó: Chi phí lãi vay và chi phí phát hành,,(2.120.041),(1.886.687),,,-2120041.0,-1886687.0
25,25,25,Chi phí bán hàng,29,(168.940),(321.949),,29.0,-168940.0,-321949.0
26,26,26,Chi phí quản lý doanh nghiệp,29,(4.878.339),(3.027.300),,29.0,-4878339.0,-3027300.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,956.976,5.443.892,,,956976.0,5443892.0
31,31,31,Thu nhập khác,30,110.495,42.159,,30.0,110495.0,42159.0
32,32,32,Chi phí khác,30,(4.681),(29.827),,30.0,-4681.0,-29827.0
40,40,40,Lợi nhuận khác,30,105.814,12.332,,30.0,105814.0,12332.0
