row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Cho vayDoanh thu cung cấp dịch vụ quản lýLợi nhuận phân chia cho mục đích hợp tác đầu tưPhải thu hộ khách hàng thanh toán theo tiến độPhải thu từ chuyển nhượng dư ánCấn trừ phải thu chuyển nhượng bất động sản với đặt cọcCổ tức,,
Công Ty Cổ PhầnDịch Vụ ThươngMại Tống HợpVincommerce,Công Ty Cổ PhầnDịch Vụ ThươngMại Tống HợpVincommerce,Công Ty Cổ PhầnDịch Vụ ThươngMại Tống HợpVincommerce,Công ty con đếnngày 30 tháng 12năm 2019,"Phải thu từ cho vayLãi cho vayLãi cho vay nhập gốc vayPhải trả giá phí nhận chuyển nhượng cổ phầnThanh toán giá phí nhận chuyển nhượng cổ phầnCấn trừ phải trả giá phí nhận chuyển nhượng cổ phần với khoản cho vayPhải thu từ chuyển nhượng cổ phầnĐã thu từ chuyển nhượng cổ phầnCấn trừ phải thu chuyển nhượng cổ phần với khoản đặt cọcDòng tiền quản lý tập trungChi phí mua tài sản, dịch vụ",,
