row_label_raw,row_label_full,col_0,Đơn vị tính: cổ phiếu > Số cuối năm,Đơn vị tính: cổ phiếu > Số đầu năm,numeric__Đơn vị tính: cổ phiếu > Số cuối năm,numeric__Đơn vị tính: cổ phiếu > Số đầu năm
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,3.444.769.056,3.430.914.022,3444769056.0,3430914022.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,3.444.769.056,3.430.914.022,3444769056.0,3430914022.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,3.382.430.590,3.368.575.556,3382430590.0,3368575556.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,62.338.466,62.338.466,62338466.0,62338466.0
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ) (*),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ) (*),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ) (*),150.770.480,150.770.480,150770480.0,150770480.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,150.770.480,150.770.480,150770480.0,150770480.0
Số lượng cổ phiếu đang lưu hành (*),Số lượng cổ phiếu đang lưu hành (*),Số lượng cổ phiếu đang lưu hành (*),3.293.998.576,3.280.143.542,3293998576.0,3280143542.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,3.231.660.110,3.217.805.076,3231660110.0,3217805076.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,62.338.466,62.338.466,62338466.0,62338466.0
