row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
32,32,32,Công ty Cổ phần Đầu tư xây dựng Đại An,Công ty Đại An,"100,00","72,27","Quốc lộ 5A, Thôn Đình Dù, Xã Đình Dù, Huyện Văn Lâm, Tính Hưng Yên, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,72.27,,
33,33,33,Công ty Cổ phần Kinh doanh Thương mại SADO (**),Công ty SADO,"100,00","99,93","Tòa nhà Văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Hoạt động tư vấn, đầu tư",,,100.0,99.93,,
34,34,34,Công ty Cổ phần Du lịch Hòn Một,Công ty Hòn Một,"100,00","72,26","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tính Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,72.26,,
35,35,35,Công ty Cổ phần Đầu tư và Phát triển Newco,Công ty NewCo,"100,00","72,27","72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,72.27,,
36,36,36,Công ty Cổ phần Vinpearl (**),Công ty Vinpearl,"100,00","99,88","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tính Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,99.88,,
37,37,37,Công ty Cổ phần Vinpearl Invest (**),Công ty Vinpearl Invest,"70,00","70,00","Tòa nhà Văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,70.0,70.0,,
38,38,38,Công ty Cổ phần Đầu tư Cam Ranh,Công ty Cam Ranh,"100,00","87,80","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tính Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,87.8,,
39,39,39,Công ty Cổ phần Căng Nha Trang,Công ty Căng Nha Trang,"91,94","64,35","Số 05 Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tính Khánh Hòa, Việt Nam","Bốc xếp hàng hóa, cho thuê kho bãi",,,91.94,64.35,,
40,40,40,Công ty TNHH Làng Hoa Thụy Khuê,Công ty Làng Hoa Thụy Khê,"69,99","35,00","Số 14 Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,69.99,35.0,,
41,41,41,Công ty Cổ phần Hàng Không Vinpearl Air,Công ty Vinpearl Air,"100,00","76,00","Tầng 2 khu Almaz Market, đường Hoa Lan, Khu Đô thị Sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận",Vận tải hành khách hàng không,,,100.0,76.0,,
