row_label_raw,row_label_full,Đơn vị tư vấn phát hành > Công ty Cổ phầnChứng khoán Kỹ thương (i),Số cuối năm(triệu VND) > 2.683.237,Ngày đảo hạn > Từ tháng 1 năm2021 đến tháng 2 năm 2026,"Lãi suất năm > Lãi suất thả nổi, lãi suất trong năm từ9,7%/năm đến 10,525%/năm. Lãi suấtcó định từ 7,75%/năm đến 8,5%/năm",numeric__Số cuối năm(triệu VND) > 2.683.237,numeric__Ngày đảo hạn > Từ tháng 1 năm2021 đến tháng 2 năm 2026,"numeric__Lãi suất năm > Lãi suất thả nổi, lãi suất trong năm từ9,7%/năm đến 10,525%/năm. Lãi suấtcó định từ 7,75%/năm đến 8,5%/năm"
Trong đó:Trải phiếu dài hạnđến hạn trả,Trong đó:Trải phiếu dài hạnđến hạn trả,Trong đó:Trải phiếu dài hạnđến hạn trả,1.647.983,,,1647983.0,,
Công ty Cổ phầnChứng khoán KB Việt Nam (i),Công ty Cổ phầnChứng khoán KB Việt Nam (i),Công ty Cổ phầnChứng khoán KB Việt Nam (i),1.992.575,Tháng 12 năm2022,"Lãi suất thả nổi, lãi suất trong năm từ10,65%/năm đến 10,8%/năm",1992575.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.675.812,,,4675812.0,,
Trong đó:Trải phiếu dài hạnTrải phiếu dài hạnđến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạnđến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạnđến hạn trả,3.027.829,,,3027829.0,,
Trong đó:Trải phiếu dài hạnTrải phiếu dài hạnđến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạnđến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạnđến hạn trả,1.647.983,,,1647983.0,,
