row_label_raw,row_label_full,Thu nhập từ thanh lý các khoản đầu tư(Thuyết minh số 5.1),Đơn vị tính: triệu VND > Năm nay > 9.669.052,Đơn vị tính: triệu VND > Năm trước > 7.123.940,numeric__Đơn vị tính: triệu VND > Năm nay > 9.669.052,numeric__Đơn vị tính: triệu VND > Năm trước > 7.123.940
Lãi từ các khoản cho vay và tiền gửi,Lãi từ các khoản cho vay và tiền gửi,Lãi từ các khoản cho vay và tiền gửi,2.814.883,2.772.171,2814883.0,2772171.0
Thu nhập từ cổ tức,Thu nhập từ cổ tức,Thu nhập từ cổ tức,12.500,2.981.294,12500.0,2981294.0
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,-,3.998,,3998.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.496.435,12.881.403,12496435.0,12881403.0
