row_label_raw,row_label_full,Dự án,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự án Vinhomes Star City,Dự án Vinhomes Star City,Dự án Vinhomes Star City,568.715,519.853,568715.0,519853.0
Dự án Khu đô thị sinh thái đảo Vũ Yên,Dự án Khu đô thị sinh thái đảo Vũ Yên,Dự án Khu đô thị sinh thái đảo Vũ Yên,693.948,670.383,693948.0,670383.0
Dự án Vinhomes Wonder Park,Dự án Vinhomes Wonder Park,Dự án Vinhomes Wonder Park,343.218,836.652,343218.0,836652.0
