row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Bất động sản đang xây dựng dở dang (i),Bất động sản đang xây dựng dở dang (i),Bất động sản đang xây dựng dở dang (i),13.818.174,-,12.779.713,-,13818174.0,,12779713.0,
Hàng tồn kho khác,Hàng tồn kho khác,Hàng tồn kho khác,74.988,-,-,-,74988.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.893.162,-,12.779.713,-,13893162.0,,12779713.0,
