row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,95.627.872,(8.039.760),72.371.546,(3.624.723),95627872.0,-8039760.0,72371546.0,-3624723.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,1.534.828,(138.862),1.171.666,(204.195),1534828.0,-138862.0,1171666.0,-204195.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,97.162.700,(8.178.622),73.543.212,(3.828.918),97162700.0,-8178622.0,73543212.0,-3828918.0
