row_label_raw,row_label_full,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm trước
4.900.000,4.900.000,4.900.000,-,
3.800.000,3.800.000,3.800.000,-,
3.389.700,3.800.000 > 3.389.700,3.389.700,13.374.999,13374999.0
520.036,3.800.000 > 520.036,520.036,246.217,246217.0
3.203.777,3.800.000 > 3.203.777,3.203.777,30.000,30000.0
102.896,102.896,102.896,-,
531.291,531.291,531.291,-,
400.000,400.000,400.000,-,
773.616,400.000 > 773.616,773.616,898.300,898300.0
500.000,500.000,500.000,-,
999.500,500.000 > 999.500,999.500,500,500.0
725.000,725.000,725.000,-,
7.722.426,7.722.426,7.722.426,-,
