row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
86,86,86,Fundación Para La Educación Y El Desarrollo Tecnológico,Fundación Para La Educación Y El Desarrollo Tecnológico,"100,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Quỹ phát triển,,,100.0,40.8,,
87,87,87,Công ty TNHH Vingroup Global,Công ty Vingroup Global,"100,00","62,03","120 Lower Delta Road, #02-00, Cendex Centre, Singapore",Nhập khẩu phân phối hàng hóa,,,100.0,62.03,,
88,88,88,Công ty TNHH Vingroup Ru,Công ty Vingroup Ru,"100,00","80,00","2nd floor, Room 4, Building 7, 1-ST Kazachiy Lane, City of Moscow, Liên bang Nga",Bán buôn đồ điện gia dụng,,,100.0,80.0,,
89,89,89,Công ty TNHH Vingroup Investment,Công ty Vingroup Investment,"90,15","55,92","120 Lower Delta Road, #02-05, Cendex Centre, Singapore",Nghiên cứu và phát triển thị trường,,,90.15,55.92,,
90,90,90,Công ty TNHH Vinsmart Ukraine,Công ty Vinsmart Ukraine,"100,00","55,92","61105, Tòa nhà 15, Zabaikalskuy lane, Vùng Kharkiv, Thành phố Kharkiv, Ukraina",Nghiên cứu và phát triển thị trường,,,100.0,55.92,,
91,91,91,Công ty TNHH Vinsmart Technology,Công ty Vinsmart Technology,"100,00","55,92","Avenida Paseo de la Reforma 404, Piso 6, Desp. 602, Col. Juarez, Delegación Cuauhtémoc, México",Nghiên cứu và phát triển thị trường,,,100.0,55.92,,
92,92,92,Công ty TNHH Vinfast Dealer San Francisco #1,Công ty Vinfast Dealer San Francisco,"100,00","99,89","333 W. San Carlo Street, Suite 600, San Jose, Mỹ",Nhập khẩu và phân phối xe ô tô,,,100.0,99.89,,
93,93,93,Công ty TNHH Vinfast USA Distribution,Công ty Vinfast USA Distribution,"100,00","99,89","333 W. San Carlo Street, Suite 600, San Jose, Mỹ",Nhập khẩu và phân phối xe ô tô,,,100.0,99.89,,
94,94,94,Công ty Cổ phần Phát Triển Công nghệ VinTech,Công ty VinTech,"80,00","80,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Nghiên cứu và phát triển thực nghiệm khoa học tự nhiên và kỹ thuật,,,80.0,80.0,,
95,95,95,Công ty TNHH Vingroup USA,Công ty Vingroup USA,"100,00","99,89","333 W. San Carlos St., Suite 600, San Jose, CA 95110, Mỹ","Nhập khẩu và phân phối thiết bị điện tử, viễn thông",,,100.0,99.89,,
96,96,96,Công ty Cổ phần Giải pháp và Dịch vụ Công nghệ Vantix,Công ty Vantix,"100,00","81,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy ví tính,,,100.0,81.0,,
97,97,97,Công ty TNHH Dịch vụ Anninh mạng VINCSS,Công ty VinCSS,"100,00","80,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Nghiên cứu khoa học và phát triển công nghệ,,,100.0,80.0,,
