row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,33,2.916.841.652.989,2.913.844.748.638,,1.0,33.0,2916841652989.0,2913844748638.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,34,2.549.203.055,16.335.351.010,,2.0,34.0,2549203055.0,16335351010.0
3.,3.,3.,Doanh thu thuần về bán hàng và c.cấp dịch vụ,10,,2.914.292.449.934,2.897.509.397.628,,10.0,,2914292449934.0,2897509397628.0
4.,4.,4.,Giá vốn hàng bán,11,35,2.483.969.317.285,2.409.618.055.682,,11.0,35.0,2483969317285.0,2409618055682.0
5.,5.,5.,Lợi nhuận gộp bán hàng và c.cấp dịch vụ,20,,430.323.132.649,487.891.341.946,,20.0,,430323132649.0,487891341946.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,36,161.664.449.009,153.392.064.537,,21.0,36.0,161664449009.0,153392064537.0
7.,7.,7.,Chi phí tài chính,22,37,342.436.106.280,352.360.756.197,,22.0,37.0,342436106280.0,352360756197.0
,,,Trong đó: Chi phí lãi vay,23,,329.332.578.988,350.324.190.859,,23.0,,329332578988.0,350324190859.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty l.doanh, l.két",24,,25.586.826,204.161.456,,24.0,,25586826.0,204161456.0
9.,9.,9.,Chi phí bán hàng,25,38.a,27.430.234.006,41.173.480.017,,25.0,,27430234006.0,41173480017.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,38.b,193.870.330.971,171.850.630.786,,26.0,,193870330971.0,171850630786.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,28.276.497.227,76.102.700.939,,30.0,,28276497227.0,76102700939.0
12.,12.,12.,Thu nhập khác,31,39,24.085.705.731,21.643.901.670,,31.0,39.0,24085705731.0,21643901670.0
13.,13.,13.,Chi phí khác,32,40,15.813.223.139,8.994.165.515,,32.0,40.0,15813223139.0,8994165515.0
14.,14.,14.,Lợi nhuận khác,40,,8.272.482.592,12.649.736.155,,40.0,,8272482592.0,12649736155.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,36.548.979.819,88.752.437.094,,50.0,,36548979819.0,88752437094.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,,17.662.306.779,23.586.932.274,,51.0,,17662306779.0,23586932274.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,4.533.543.670,5.803.631.236,,52.0,,4533543670.0,5803631236.0
18.,18.,18.,Lợi nhuận sau thuế TNDN,60,,14.353.129.370,59.361.873.584,,60.0,,14353129370.0,59361873584.0
18.1.,18.1.,18.1.,Lợi nhuận sau thuế của công ty mẹ,61,,8.169.856.720,57.306.581.896,,61.0,,8169856720.0,57306581896.0
18.2.,18.2.,18.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,6.183.272.650,2.055.291.688,,62.0,,6183272650.0,2055291688.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,41,27,181,,70.0,41.0,27.0,181.0
20.,20.,20.,Lãi suy giảm trên cổ phiếu,71,41,27,181,,71.0,41.0,27.0,181.0
