row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Dự phòng,01/01/2018 > Giá trị,01/01/2018 > Dự phòng,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Dự phòng,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Dự phòng
Phải thu Nhà nước về cổ phần hóa (*),Phải thu Nhà nước về cổ phần hóa (*),Phải thu Nhà nước về cổ phần hóa (*),24.305.036.499,-,-,-,24305036499.0,,,
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,-,-,795.522.881,-,,,795522881.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,168.987.348.066,(974.653.388),88.422.013.461,(974.653.388),168987348066.0,-974653388.0,88422013461.0,-974653388.0
- Công ty CP Trồng rìng & Cây CN ĐLGL,- Công ty CP Trồng rìng & Cây CN ĐLGL,- Công ty CP Trồng rìng & Cây CN ĐLGL,45.603.579.249,-,-,-,45603579249.0,,,
- DNTN DL Lữ hành & ĐT Xây dựng,- DNTN DL Lữ hành & ĐT Xây dựng,- DNTN DL Lữ hành & ĐT Xây dựng,974.653.388,(974.653.388),974.653.388,(974.653.388),974653388.0,-974653388.0,974653388.0,-974653388.0
NHHTC,NHHTC,NHHTC,,,,,,,,
- Công ty CP Chế biến Gỗ ĐLGL,NHHTC > - Công ty CP Chế biến Gỗ ĐLGL,- Công ty CP Chế biến Gỗ ĐLGL,-,-,2.189.358.756,-,,,2189358756.0,
- Nguyễn Tân Tiến,NHHTC > - Nguyễn Tân Tiến,- Nguyễn Tân Tiến,28.168.769.440,-,16.522.740.586,-,28168769440.0,,16522740586.0,
- Công ty TNHH MTV Việt Gia Phát,NHHTC > - Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,21.173.297.438,-,40.679.403.809,-,21173297438.0,,40679403809.0,
- Công ty CP Đầu tư Xây dựng ĐLGL,NHHTC > - Công ty CP Đầu tư Xây dựng ĐLGL,- Công ty CP Đầu tư Xây dựng ĐLGL,15.502.239.416,-,-,-,15502239416.0,,,
- Các đối tượng khác,NHHTC > - Các đối tượng khác,- Các đối tượng khác,57.564.809.135,-,28.055.856.922,-,57564809135.0,,28055856922.0,
Tạm ứng,NHHTC > Tạm ứng,Tạm ứng,10.943.077.007,-,12.255.408.564,(67.479.236),10943077007.0,,12255408564.0,-67479236.0
"Ký cược, ký quỹ","NHHTC > Ký cược, ký quỹ","Ký cược, ký quỹ",15.066.584.016,-,19.483.812.050,-,15066584016.0,,19483812050.0,
"Phải thu BHXH, BHYT","NHHTC > Phải thu BHXH, BHYT","Phải thu BHXH, BHYT",35.862.750,-,34.765.500,-,35862750.0,,34765500.0,
Phải thu khác,NHHTC > Phải thu khác,Phải thu khác,19.664.029.590,(5.382.024.146),12.307.542.197,(1.962.145.407),19664029590.0,-5382024146.0,12307542197.0,-1962145407.0
Cộng,NHHTC > Cộng,Cộng,239.001.937.928,(6.356.677.534),133.299.064.653,(3.004.278.031),239001937928.0,-6356677534.0,133299064653.0,-3004278031.0
