row_label_raw,row_label_full,col_0,Tình hình hoạt động,31/12/2018,31/12/2018_1,31/12/2018_2,31/12/2018_3,01/01/2018,01/01/2018_1,numeric__Tình hình hoạt động,numeric__31/12/2018,numeric__31/12/2018_1,numeric__31/12/2018_2,numeric__31/12/2018_3,numeric__01/01/2018,numeric__01/01/2018_1
,,,Tình hình hoạt động,Tỷ lệ vốn,Số lượng cổ phiếu,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,,,,
Công ty CP Dịch vụ Công công ĐL Bảo Lộc,Công ty CP Dịch vụ Công công ĐL Bảo Lộc,Công ty CP Dịch vụ Công công ĐL Bảo Lộc,Đang hoạt động,"7,20%",48.000,480.000.000,(480.000.000),480.000.000,(480.000.000),,0.07200000000000001,48000.0,480000000.0,-480000000.0,480000000.0,-480000000.0
Công ty CP Đầu tư và Xây dựng ĐLGL (i),Công ty CP Đầu tư và Xây dựng ĐLGL (i),Công ty CP Đầu tư và Xây dựng ĐLGL (i),Đang hoạt động,"1,02%",102.000,1.020.000.000,-,1.020.000.000,-,,0.0102,102000.0,1020000000.0,,1020000000.0,
Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Đang hoạt động,,,-,-,1.200.000.000,-,,,,,,1200000000.0,
Cộng,Cộng,Cộng,,,,1.500.000.000,(480.000.000),2.700.000.000,(480.000.000),,,,1500000000.0,-480000000.0,2700000000.0,-480000000.0
