row_label_raw,row_label_full,Giá trị đầu kỳ,Năm 2018 > 240.320.392.403,Năm 2017 > 263.086.701.032,numeric__Năm 2018 > 240.320.392.403,numeric__Năm 2017 > 263.086.701.032
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,35.965.284.649,11.038.633.008,35965284649.0,11038633008.0
Phân bổ trong kỳ,Phân bổ trong kỳ,Phân bổ trong kỳ,33.335.968.596,31.132.024.820,33335968596.0,31132024820.0
Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,3.540.139.517,(2.672.916.817),3540139517.0,-2672916817.0
Giá trị cuối kỳ,Giá trị cuối kỳ,Giá trị cuối kỳ,246.489.847.973,240.320.392.403,246489847973.0,240320392403.0
