row_label_raw,row_label_full,Tiền gửi có kỳ hạn còn lại không quá 12 tháng- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,Tiền gửi có kỳ hạn còn lại không quá 12 tháng- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai_1,31/12/2018 > Giá gốc > -,31/12/2018 > Giá gốc > -_1,31/12/2018 > Giá trị ghi số > -,01/01/2018 > Giá gốc > 15.039.106.073,01/01/2018 > Giá trị ghi số > 15.039.106.073,numeric__Tiền gửi có kỳ hạn còn lại không quá 12 tháng- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai_1,numeric__31/12/2018 > Giá gốc > -,numeric__31/12/2018 > Giá gốc > -_1,numeric__31/12/2018 > Giá trị ghi số > -,numeric__01/01/2018 > Giá gốc > 15.039.106.073,numeric__01/01/2018 > Giá trị ghi số > 15.039.106.073
Cộng,Cộng,Cộng,Cộng,-,-,-,15.039.106.073,15.039.106.073,,,,,15039106073.0,15039106073.0
"b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết",,,,,,
,,,,Tình hình hoạt động,31/12/2018,31/12/2018,31/12/2018,01/01/2018,,,,,,
,,,,Tình hình hoạt động,Tỷ lệ vốn,Số lượng cổ phần,Giá trị khoản đầu tư theo phương pháp vốn chủ sở hữu,Giá trị khoản đầu tư theo phương pháp vốn chủ sở hữu,,,,,,
Công ty CP Tư vấn và Xây dựng Giao thông Gia Lai,"b. Đầu tư vào Công ty liên doanh, liên kết > Công ty CP Tư vấn và Xây dựng Giao thông Gia Lai",Công ty CP Tư vấn và Xây dựng Giao thông Gia Lai,Đang hoạt động,"20,0%",5.922,,7.037.097.093,6.921.861.624,,0.2,5922.0,,7037097093.0,6921861624.0
Công ty TNHH Cung ứng VT Nguyên liệu Tây Nguyên,"b. Đầu tư vào Công ty liên doanh, liên kết > Công ty TNHH Cung ứng VT Nguyên liệu Tây Nguyên",Công ty TNHH Cung ứng VT Nguyên liệu Tây Nguyên,Đang hoạt động,"33,3%",,,19.808.121.166,19.897.769.809,,0.33299999999999996,,,19808121166.0,19897769809.0
Công ty Cổ phần Điện mặt trời DLG Ninh Thuận,"b. Đầu tư vào Công ty liên doanh, liên kết > Công ty Cổ phần Điện mặt trời DLG Ninh Thuận",Công ty Cổ phần Điện mặt trời DLG Ninh Thuận,Đang hoạt động,"53,9%",58.400,,584.000.000,-,,0.539,58400.0,,584000000.0,
Cộng,"b. Đầu tư vào Công ty liên doanh, liên kết > Cộng",Cộng,Cộng,,,,27.429.218.259,26.819.631.433,,,,,27429218259.0,26819631433.0
