row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Trên năm năm,"Số cuối nămJPY > 2.531.502.349,44 > 7.594.507.048,32 > 52.090.005.591,32","Số đầu nămJPY > 2.169.302.663,44 > 2.531.502.349,44 > 7.594.507.048,32 > 54.621.507.939,96","numeric__Số cuối nămJPY > 2.531.502.349,44 > 7.594.507.048,32 > 52.090.005.591,32","numeric__Số đầu nămJPY > 2.169.302.663,44 > 2.531.502.349,44 > 7.594.507.048,32 > 54.621.507.939,96"
,,,"64.747.517.338,72","66.916.820.001,16",64747517338.72,66916820001.16
Trừ số vay dài hạn phải trả trong vòng 12 tháng (trình bày như vay ngắn hạn),Trừ số vay dài hạn phải trả trong vòng 12 tháng (trình bày như vay ngắn hạn),Trừ số vay dài hạn phải trả trong vòng 12 tháng (trình bày như vay ngắn hạn),"2.531.502.349,44","2.169.302.663,44",2531502349.44,2169302663.44
,,,"62.216.014.988,28","64.747.517.338,28",62216014988.28,64747517338.28
