row_label_raw,row_label_full,Chi phí phải trả ngắn hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Trích trước chi phí lãi vay phải trả,Trích trước chi phí lãi vay phải trả,Trích trước chi phí lãi vay phải trả,12.788.304.655,7.202.399.110,12788304655.0,7202399110.0
Trích trước giá vốn bất động sản,Trích trước giá vốn bất động sản,Trích trước giá vốn bất động sản,43.544.589.503,62.220.177.316,43544589503.0,62220177316.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,13.585.643.614,34.356.881.406,13585643614.0,34356881406.0
Cộng,Cộng,Cộng,69.918.537.772,103.779.457.832,69918537772.0,103779457832.0
