row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 9.687.117.062,Số phải nộp trong năm > 61.705.285.743,Số đã nộp trong năm > 67.305.205.453,Số cuối năm > 4.087.197.352,numeric__Số đầu năm > 9.687.117.062,numeric__Số phải nộp trong năm > 61.705.285.743,numeric__Số đã nộp trong năm > 67.305.205.453,numeric__Số cuối năm > 4.087.197.352
Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),17.441.246.427,105.661.847.098,21.374.786.780,101.728.306.745,17441246427.0,105661847098.0,21374786780.0,101728306745.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,564.045.462,13.371.164.938,11.486.513.328,2.448.697.072,564045462.0,13371164938.0,11486513328.0,2448697072.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,49.745.290,1.659.972.447,1.127.426.677,582.291.060,49745290.0,1659972447.0,1127426677.0,582291060.0
Cộng,Cộng,Cộng,27.742.154.241,182.398.270.226,101.293.932.238,108.846.492.229,27742154241.0,182398270226.0,101293932238.0,108846492229.0
