row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu khác từ bên thứ ba,Phải thu khác từ bên thứ ba,Phải thu khác từ bên thứ ba,1.086.004.874.073,(14.141.599.875),894.982.344.188,(6.226.224.695),1086004874073.0,-14141599875.0,894982344188.0,-6226224695.0
Tạm ứng,Tạm ứng,Tạm ứng,26.407.738.748,(8.674.895.788),25.259.815.625,(4.112.776.227),26407738748.0,-8674895788.0,25259815625.0,-4112776227.0
Phải thu giá trị hoàn trả suất đầu tư,Phải thu giá trị hoàn trả suất đầu tư,Phải thu giá trị hoàn trả suất đầu tư,48.324.177.720,-,48.324.177.720,-,48324177720.0,,48324177720.0,
Phải thu từ chuyển nhượng vốn,Phải thu từ chuyển nhượng vốn,Phải thu từ chuyển nhượng vốn,-,-,157.500.000.000,-,,,157500000000.0,
Phải thu hợp đồng hợp tác đầu tư,Phải thu hợp đồng hợp tác đầu tư,Phải thu hợp đồng hợp tác đầu tư,340.270.000.000,-,440.654.000.000,-,340270000000.0,,440654000000.0,
Phải thu hợp đồng hợp tác kinh doanh,Phải thu hợp đồng hợp tác kinh doanh,Phải thu hợp đồng hợp tác kinh doanh,95.000.000.000,-,167.550.000.000,-,95000000000.0,,167550000000.0,
Phải thu tiền đặt cọc mua phần vốn góp,Phải thu tiền đặt cọc mua phần vốn góp,Phải thu tiền đặt cọc mua phần vốn góp,331.600.000.000,-,-,-,331600000000.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,244.402.957.605,(5.466.704.087),55.694.350.843,(2.113.448.468),244402957605.0,-5466704087.0,55694350843.0,-2113448468.0
Phải thu khác từ bên liên quan,Phải thu khác từ bên liên quan,Phải thu khác từ bên liên quan,2.139.647.426,-,2.387.419.096,-,2139647426.0,,2387419096.0,
Phải thu khác,Phải thu khác,Phải thu khác,2.139.647.426,-,2.387.419.096,-,2139647426.0,,2387419096.0,
(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2),,,,
Cộng,(Chi tiết phải thu khác từ bên liên quan được thuyết minh tại thuyết minh số VIII.2) > Cộng,Cộng,1.088.144.521.499,(14.141.599.875),897.369.763.284,(6.226.224.695),1088144521499.0,-14141599875.0,897369763284.0,-6226224695.0
