row_label_raw,row_label_full,Chỉ tiêu,Mã số,Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2020 > Ngày 31/12/2020 (đã trình bày trước đây),Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2020 > Điều chính hồi tố,Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2020 > Ngày 31/12/2020 (trình bày lại),Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2021 > Ngày 31/12/2021 (đã trình bày trước đây),Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2021 > Điều chính hồi tố,Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2021 > Ngày 31/12/2021 (trình bày lại),numeric__Mã số,numeric__Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2020 > Ngày 31/12/2020 (đã trình bày trước đây),numeric__Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2020 > Điều chính hồi tố,numeric__Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2020 > Ngày 31/12/2020 (trình bày lại),numeric__Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2021 > Ngày 31/12/2021 (đã trình bày trước đây),numeric__Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2021 > Điều chính hồi tố,numeric__Báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2021 > Ngày 31/12/2021 (trình bày lại)
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,400,2.960.825.945.179,(89.903.800.000),2.870.922.145.179,3.807.532.444.477,(89.903.800.000),3.717.628.644.477,400.0,2960825945179.0,-89903800000.0,2870922145179.0,3807532444477.0,-89903800000.0,3717628644477.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,2.960.825.945.179,(89.903.800.000),2.870.922.145.179,3.807.532.444.477,(89.903.800.000),3.717.628.644.477,410.0,2960825945179.0,-89903800000.0,2870922145179.0,3807532444477.0,-89903800000.0,3717628644477.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,80.626.534.571,(89.873.832.067),(9.247.297.496),145.551.928.153,(89.873.832.067),55.678.096.086,421.0,80626534571.0,-89873832067.0,-9247297496.0,145551928153.0,-89873832067.0,55678096086.0
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,315.688.161.156,-,315.688.161.156,83.968.131.896,(89.873.832.067),(5.905.700.171),,315688161156.0,,315688161156.0,83968131896.0,-89873832067.0,-5905700171.0
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ này,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ này,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ này,421b,(235.061.626.585),(89.873.832.067),(324.935.458.652),61.583.796.257,-,61.583.796.257,,-235061626585.0,-89873832067.0,-324935458652.0,61583796257.0,,61583796257.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,(13.192.098.313),(29.967.933),(13.222.066.246),(31.128.352.400),(29.967.933),(31.158.320.333),429.0,-13192098313.0,-29967933.0,-13222066246.0,-31128352400.0,-29967933.0,-31158320333.0
Tổng cộng nguồn vốn,Tổng cộng nguồn vốn,Tổng cộng nguồn vốn,440,10.158.470.601.572,(89.903.800.000),10.068.566.801.572,10.815.399.528.954,(89.903.800.000),10.725.495.728.954,440.0,10158470601572.0,-89903800000.0,10068566801572.0,10815399528954.0,-89903800000.0,10725495728954.0
