row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.073.192.908.035,873.627.989.784,,1.0,,1073192908035.0,873627989784.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,31.553.283,3.232.902.029,,2.0,,31553283.0,3232902029.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.073.161.354.752,870.395.087.755,,10.0,,1073161354752.0,870395087755.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,683.110.742.799,590.367.689.340,,11.0,,683110742799.0,590367689340.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,390.050.611.953,280.027.398.415,,20.0,,390050611953.0,280027398415.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,368.051.525.761,241.366.117.006,,21.0,,368051525761.0,241366117006.0
7.,7.,7.,Chi phí tài chính,22,VI.4,310.849.818.159,308.472.569.866,,22.0,,310849818159.0,308472569866.0
,,,Trong đó: chi phí lãi vay,23,,310.148.255.529,308.472.569.866,,23.0,,310148255529.0,308472569866.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,12.100.239.680,6.164.614.876,,24.0,,12100239680.0,6164614876.0
9.,9.,9.,Chi phí bán hàng,25,VI.5,25.096.674.652,63.163.220.097,,25.0,,25096674652.0,63163220097.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.6,242.564.882.403,102.738.547.163,,26.0,,242564882403.0,102738547163.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,191.691.002.180,53.183.793.171,,30.0,,191691002180.0,53183793171.0
12.,12.,12.,Thu nhập khác,31,,2.948.243.119,4.554.994.371,,31.0,,2948243119.0,4554994371.0
13.,13.,13.,Chi phí khác,32,,3.656.697.661,7.558.278.053,,32.0,,3656697661.0,7558278053.0
14.,14.,14.,Lợi nhuận khác,40,,(708.454.542),(3.003.283.682),,40.0,,-708454542.0,-3003283682.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,190.982.547.638,50.180.509.489,,50.0,,190982547638.0,50180509489.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.8,47.137.025.330,6.027.496.979,,51.0,,47137025330.0,6027496979.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,143.845.522.308,44.153.012.510,,60.0,,143845522308.0,44153012510.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,144.565.241.241,61.583.796.257,,61.0,,144565241241.0,61583796257.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(719.718.933),(17.430.783.747),,62.0,,-719718933.0,-17430783747.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.9,"414,66","224,21",,70.0,,414.66,224.21
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,"143,32","224,21",,71.0,,143.32,224.21
