row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Regal Group,Regal Group,Regal Group,Công ty con,Doanh thu được chia từ HĐHTKD,20.165.251.938,17.124.830.802,,,20165251938.0,17124830802.0
Regal Group,Regal Group,Regal Group,Công ty con,Cổ tức được chia,-,192.500.000.000,,,,192500000000.0
Regal Group,Regal Group,Regal Group,Công ty con,Góp vốn,-,182.600.000.000,,,,182600000000.0
Charm & Ci,Charm & Ci,Charm & Ci,Công ty trong cùng tập đoàn,Ký quỹ môi giới,12.617.742.467,-,,,12617742467.0,
LinkGroup,LinkGroup,LinkGroup,Công ty con,Hoàn ký quỹ,6.300.000.000,-,,,6300000000.0,
LinkGroup,LinkGroup,LinkGroup,Công ty con,Cổ tức được chia,1.609.416.000,-,,,1609416000.0,
LinkGroup,LinkGroup,LinkGroup,Công ty con,Phí dịch vụ môi giới,515.287.965,2.555.965.863,,,515287965.0,2555965863.0
Vicco,Vicco,Vicco,Công ty trong cùng tập đoàn,Phí thuê văn phòng,3.207.570.930,7.229.184.915,,,3207570930.0,7229184915.0
Commercial,Commercial,Commercial,Công ty con,Góp vốn,1.400.000.000,-,,,1400000000.0,
DXMDViệt Nam,DXMDViệt Nam,DXMDViệt Nam,Công ty con,Phí dịch vụ môi giới,1.365.067.449,4.176.216.456,,,1365067449.0,4176216456.0
DXMDViệt Nam,DXMDViệt Nam,DXMDViệt Nam,Công ty con,Doanh thu môi giới,333.344.817,4.732.658.795,,,333344817.0,4732658795.0
DXMDViệt Nam,DXMDViệt Nam,DXMDViệt Nam,Công ty con,Cổ tức được chia,-,3.660.000.000,,,,3660000000.0
DXMDViệt Nam,DXMDViệt Nam,DXMDViệt Nam,Công ty con,Góp vốn,-,3.477.000.000,,,,3477000000.0
Nam Trung Bộ,Nam Trung Bộ,Nam Trung Bộ,Công ty con,Hoàn ký quỹ,1.000.000.000,-,,,1000000000.0,
Nam Trung Bộ,Nam Trung Bộ,Nam Trung Bộ,Công ty con,Cổ tức được chia,-,12.212.000.000,,,,12212000000.0
Nam Trung Bộ,Nam Trung Bộ,Nam Trung Bộ,Công ty con,Góp vốn,-,11.601.400.000,,,,11601400000.0
GPT,GPT,GPT,Công ty con,Phí dịch vụ môi giới,303.769.658,5.264.642.420,,,303769658.0,5264642420.0
GPT,GPT,GPT,Công ty con,Hoàn ký quỹ,100.000.000,-,,,100000000.0,
BDSIndochine,BDSIndochine,BDSIndochine,Công ty con,Doanh thu môi giới,159.825.797,-,,,159825797.0,
Linkhouse,Linkhouse,Linkhouse,Công ty con,Hoàn ký quỹ,100.000.000,-,,,100000000.0,
Linkhouse,Linkhouse,Linkhouse,Công ty con,Phí dịch vụ môi giới,-,1.854.707.486,,,,1854707486.0
Linkhouse,Linkhouse,Linkhouse,Công ty con,Doanh thu môi giới,-,703.131.485,,,,703131485.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Cổ tức được chia,-,200.660.000.000,,,,200660000000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Góp vốn,-,190.500.000.000,,,,190500000000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Phí dịch vụ môi giới,-,588.226.090,,,,588226090.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Cổ tức được chia,-,35.672.514.620,,,,35672514620.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Góp vốn,-,24.400.000.000,,,,24400000000.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Doanh thu được chia từ HĐHTKD,-,693.520.246,,,,693520246.0
