row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,15.728.518.512,39.641.758.093,15728518512.0,39641758093.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,7.539.196.927,7.432.027.032,7539196927.0,7432027032.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,6.471.129.685,21.325.837.257,6471129685.0,21325837257.0
Chi phí khác,Chi phí khác,Chi phí khác,1.718.191.900,10.883.893.804,1718191900.0,10883893804.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,14.749.901.885,35.225.577.457,14749901885.0,35225577457.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,8.283.502.342,16.537.948.559,8283502342.0,16537948559.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.238.121.100,6.671.851.096,3238121100.0,6671851096.0
Chi phí dự phòng nợ khó đòi,Chi phí dự phòng nợ khó đòi,Chi phí dự phòng nợ khó đòi,1.523.814.330,7.784.788.956,1523814330.0,7784788956.0
Chi phí khác,Chi phí khác,Chi phí khác,1.704.464.113,4.230.988.846,1704464113.0,4230988846.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,30.478.420.397,74.867.335.550,30478420397.0,74867335550.0
