row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng cho chủ đầu tư,Ngắn hạn > Tạm ứng cho chủ đầu tư,Tạm ứng cho chủ đầu tư,2.131.312.208.172,2.446.640.760.655,2131312208172.0,2446640760655.0
Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản,Ngắn hạn > Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản,Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản,2.185.450.000.000,2.172.832.257.533,2185450000000.0,2172832257533.0
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",8.015.472.100,52.379.472.100,8015472100.0,52379472100.0
Cổ tức,Ngắn hạn > Cổ tức,Cổ tức,40.198.492.515,40.198.492.515,40198492515.0,40198492515.0
Ứng trước tiền sử dụng đất dự án Gold Hill,Ngắn hạn > Ứng trước tiền sử dụng đất dự án Gold Hill,Ứng trước tiền sử dụng đất dự án Gold Hill,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Khác,Ngắn hạn > Khác,Khác,19.941.004.406,13.923.179.883,19941004406.0,13923179883.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,4.399.917.177.193,4.740.974.162.686,4399917177193.0,4740974162686.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược","Dài hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",69.264.000.000,36.000.000,69264000000.0,36000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,4.469.181.177.193,4.741.010.162.686,4469181177193.0,4741010162686.0
Dự phòng phải thu khác,Dài hạn > Dự phòng phải thu khác,Dự phòng phải thu khác,(11.079.911.619),(9.640.797.289),-11079911619.0,-9640797289.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,4.458.101.265.574,4.731.369.365.397,4458101265574.0,4731369365397.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên liên quan (Thuyết minh số 20),Trong đó: > Phải thu bên liên quan (Thuyết minh số 20),Phải thu bên liên quan (Thuyết minh số 20),4.446.360.973.836,4.718.773.319.129,4446360973836.0,4718773319129.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,22.820.203.357,22.236.843.557,22820203357.0,22236843557.0
