row_label_raw,row_label_full,col_0,col_1,col_2,col_3,col_4,VND,numeric__col_1,numeric__col_2,numeric__col_3,numeric__col_4,numeric__VND
Năm phát sinh,Năm phát sinh,Năm phát sinh,Có thể chuyển lỗ đến năm,Lỗ tính thuế (*),Đã chuyển lỗ đến ngày31 tháng 12 năm 2023,Không được chuyển lỗ,Chưa chuyển lỗ tại ngày31 tháng 12 năm 2023,,,,,
2023,Năm phát sinh > 2023,2023,2028,164.639.013.888,-,-,164.639.013.888,2028.0,164639013888.0,,,164639013888.0
