row_label_raw,row_label_full,Bên liên quan > Đất Xanh Miền Nam,Mối quan hệ > Công ty liên kết,Nội dung nghiệp vụ > Thu hồi vốn theo HDHTKD > Ký quỹ môi giới > Thu hồi ký quỹ Cho vay > Doanh thu môi giới > Hoàn ký quỹ > Phí dịch vụ môi giới > Lãi cho vay > Thoái vốn > Doanh thu được chia từ HDHTKD,Năm nay > 44.364.000.000 > 18.811.175.222 > 13.931.175.222 > 5.066.599.881 > 4.880.000.000 > 1.785.842.629 > 406.103.300 > -,VNDNăm trước > - > 151.720.689 > - > 13.265.129.429 > - > 55.653.503.323 > 26.421.173.763,numeric__Mối quan hệ > Công ty liên kết,numeric__Nội dung nghiệp vụ > Thu hồi vốn theo HDHTKD > Ký quỹ môi giới > Thu hồi ký quỹ Cho vay > Doanh thu môi giới > Hoàn ký quỹ > Phí dịch vụ môi giới > Lãi cho vay > Thoái vốn > Doanh thu được chia từ HDHTKD,numeric__Năm nay > 44.364.000.000 > 18.811.175.222 > 13.931.175.222 > 5.066.599.881 > 4.880.000.000 > 1.785.842.629 > 406.103.300 > -,numeric__VNDNăm trước > - > 151.720.689 > - > 13.265.129.429 > - > 55.653.503.323 > 26.421.173.763
Hội An,Hội An,Hội An,Công ty trong cùng tập đoàn,Ký quỹ môi giới,38.150.000.000,-,,,38150000000.0,
Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Công ty trong cùng tập đoàn,Ký quỹ môi giới,31.114.000.000,-,,,31114000000.0,
Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Công ty trong cùng tập đoàn,Doanh thu môi giới,9.040.793.089,15.938.915.304,,,9040793089.0,15938915304.0
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Doanh thu môi giới,32.306.195.728,213.243.331.340,,,32306195728.0,213243331340.0
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Thu hồi gốc vay,31.342.518.403,-,,,31342518403.0,
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Lãi cho vay,4.992.361.423,2.298.630.137,,,4992361423.0,2298630137.0
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Chỉ phí khác,2.219.368,102.731.880,,,2219368.0,102731880.0
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Ký quỹ môi giới,-,266.000.000.000,,,,266000000000.0
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Cho vay,-,200.000.000.000,,,,200000000000.0
Ihouzz,Ihouzz,Ihouzz,Công ty con,Trả gốc vay,27.500.000.000,-,,,27500000000.0,
Ihouzz,Ihouzz,Ihouzz,Công ty con,Trả vốn góp theo HDHTKD,19.914.000.000,-,,,19914000000.0,
Ihouzz,Ihouzz,Ihouzz,Công ty con,Trả lãi vay,4.562.236.158,-,,,4562236158.0,
Ihouzz,Ihouzz,Ihouzz,Công ty con,Lãi vay,197.465.753,2.324.999.996,,,197465753.0,2324999996.0
Ihouzz,Ihouzz,Ihouzz,Công ty con,Doanh thu môi giới,80.000.000,-,,,80000000.0,
Ihouzz,Ihouzz,Ihouzz,Công ty con,Phí dịch vụ môi giới,-,3.080.668.325,,,,3080668325.0
