row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022Triệu đồng,Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2022Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,28.234.905,49.959.474,28234905.0,49959474.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,252.910,606.771,252910.0,606771.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,315.673,112.459,315673.0,112459.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,27.666.322,49.240.244,27666322.0,49240244.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,2.081.123,3.835.093,2081123.0,3835093.0
- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,395.981,1.187.020,395981.0,1187020.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,1.685.142,2.648.073,1685142.0,2648073.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,4.094.909,3.803.883,4094909.0,3803883.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,1.636.143,1.137.444,1636143.0,1137444.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,517.351,505.894,517351.0,505894.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,136.657,126.211,136657.0,126211.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,1.804.758,2.034.334,1804758.0,2034334.0
Cam kết khác,Cam kết khác,Cam kết khác,171.563,165.988,171563.0,165988.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(315.472),(453.741),-315472.0,-453741.0
Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,34.267.028,57.310.697,34267028.0,57310697.0
