row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,6.316,4.400,6316.0,4400.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.181.150,1.562.230,2181150.0,1562230.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.883.494,1.312.818,1883494.0,1312818.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,143.094,124.757,143094.0,124757.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,154.562,124.655,154562.0,124655.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,539.940,491.210,539940.0,491210.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,286.693,261.760,286693.0,261760.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,140.056,144.741,140056.0,144741.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,93.146,69.140,93146.0,69140.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,20.045,15.569,20045.0,15569.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,572.353,334.660,572353.0,334660.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,320.858,155.644,320858.0,155644.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",194.807,136.336,194807.0,136336.0
- Công tác phí,- Công tác phí,- Công tác phí,19.902,7.905,19902.0,7905.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,125,-,125.0,
- Chi phí khác,- Chi phí khác,- Chi phí khác,36.661,34.775,36661.0,34775.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",132.658,132.473,132658.0,132473.0
"Trích lập/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Trích lập/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Trích lập/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",42.992,(10.814),42992.0,-10814.0
- Trích lập/(hoàn nhập) dự phòng tài sản có khác,- Trích lập/(hoàn nhập) dự phòng tài sản có khác,- Trích lập/(hoàn nhập) dự phòng tài sản có khác,42.992,(10.814),42992.0,-10814.0
,,,3.475.409,2.514.159,3475409.0,2514159.0
