row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022Triệu đồng,Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2022Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,160.437.676,149.066.503,160437676.0,149066503.0
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,26.046.802,25.206.015,26046802.0,25206015.0
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,120.182,4.262,120182.0,4262.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,130.505.614,114.674.630,130505614.0,114674630.0
- Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,73.897.359,57.041.028,73897359.0,57041028.0
- Cho vay khách hàng là tổ chức,- Cho vay khách hàng là tổ chức,- Cho vay khách hàng là tổ chức,56.608.255,57.633.602,56608255.0,57633602.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,1.975.000,7.216.543,1975000.0,7216543.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,75.000,75.000,75000.0,75000.0
- Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,1.900.000,7.141.543,1900000.0,7141543.0
Tài sản tài chính khác,Tài sản tài chính khác,Tài sản tài chính khác,1.790.078,1.965.053,1790078.0,1965053.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,6.176.032,7.638.976,6176032.0,7638976.0
Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,4.094.909,3.803.883,4094909.0,3803883.0
Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,2.081.123,3.835.093,2081123.0,3835093.0
