row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Ngày 31 tháng12 năm 2022Triệu đồng,Ngày 31 tháng12 năm 2021Triệu đồng,,,
Cổ đông lớn và các bên liên quan với cổ đông lớn,Bên liên quan > Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Tiền gửi có kỳ hạn của Ngân hàng tại cổ đông lớn,200.000,-,,200000.0,
Cổ đông lớn và các bên liên quan với cổ đông lớn,Bên liên quan > Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Tiền gửi thanh toán của cổ đông lớn tại Ngân hàng,11.704,7.251,,11704.0,7251.0
Cổ đông lớn và các bên liên quan với cổ đông lớn,Bên liên quan > Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Vay từ cổ đông lớn,588.500,-,,588500.0,
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi thanh toán,8.453,22.146,,8453.0,22146.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi tiết kiệm,5.315,58.679,,5315.0,58679.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi có kỳ hạn,8.009,19.582,,8009.0,19582.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Dự chi lãi tiền gửi,226,1.007,,226.0,1007.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Cho vay,4.959,1.863,,4959.0,1863.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Dự thu lãi cho vay,22,9,,22.0,9.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tạm ứng thủ lao,-,30.493,,,30493.0
