row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2020VND,2019VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,30.218.431.246.643,33.955.921.978.450,,,30218431246643.0,33955921978450.0
310,Mãsố > 310,310,Nợ ngắn hạn,,19.833.798.568.095,19.169.599.306.127,,,19833798568095.0,19169599306127.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,3.421.611.923.374,1.894.934.971.369,,13.0,3421611923374.0,1894934971369.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,14,772.902.367.939,669.963.368.463,,14.0,772902367939.0,669963368463.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,15(b),293.546.908.739,469.282.981.764,,,293546908739.0,469282981764.0
314,Mãsố > 314,314,Phải trả người lao động,,62.911.822.426,-,,,62911822426.0,
315,Mãsố > 315,315,Chỉ phí phải trả ngắn hạn,16,867.910.965.757,1.145.215.966.220,,16.0,867910965757.0,1145215966220.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,17,867.654.596.914,3.184.286.840.374,,17.0,867654596914.0,3184286840374.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,18,1.588.286.971.646,1.619.834.618.924,,18.0,1588286971646.0,1619834618924.0
320,Mãsố > 320,320,Vay ngắn hạn,19(a),10.094.815.636.734,8.161.089.248.187,,,10094815636734.0,8161089248187.0
321,Mãsố > 321,321,Dự phòng phải trả ngắn hạn,20,1.864.157.374.566,2.024.991.310.826,,20.0,1864157374566.0,2024991310826.0
330,Mãsố > 330,330,Nợ dài hạn,,10.384.632.678.548,14.786.322.672.323,,,10384632678548.0,14786322672323.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,42.376.777.401,70.758.354.580,,,42376777401.0,70758354580.0
338,Mãsố > 338,338,Vay dài hạn,19(b),1.347.040.509.856,3.661.872.522.217,,,1347040509856.0,3661872522217.0
341,Mãsố > 341,341,Thuế thu nhập hoãn lại phải trả,21,67.824.775.143,394.444.939.970,,21.0,67824775143.0,394444939970.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,20,8.927.390.616.148,10.659.246.855.556,,20.0,8927390616148.0,10659246855556.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,14.978.398.985.118,14.902.831.830.061,,,14978398985118.0,14902831830061.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,14.978.398.985.118,14.902.831.830.061,,,14978398985118.0,14902831830061.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"22, 23",5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông cỏ quyền biểu quyết,,5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,23,245.949.492.805,245.949.492.805,,23.0,245949492805.0,245949492805.0
415,Mãsố > 415,415,Cổ phiếu quỹ,23,(2.347.121.362.620),(2.347.121.362.620),,23.0,-2347121362620.0,-2347121362620.0
417,Mãsố > 417,417,Chênh lệch tỷ giá hối đoái,23,73.551.097.850,64.819.738.693,,23.0,73551097850.0,64819738693.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,11.589.250.587.139,11.520.659.436.312,,23.0,11589250587139.0,11520659436312.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,11.520.659.436.312,7.713.898.242.829,,,11520659436312.0,7713898242829.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,68.591.150.827,3.806.761.193.483,,,68591150827.0,3806761193483.0
429,Mãsố > 429,429,Lợi ích cổ đông không kiểm soát,23,655.829.944,2.411.184.871,,23.0,655829944.0,2411184871.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,45.196.830.231.761,48.858.753.808.511,,,45196830231761.0,48858753808511.0
Hoàng Mạnh Hà Kế toán trường,Hoàng Mạnh Hà Kế toán trường,Hoàng Mạnh Hà Kế toán trường,Hoàng Mạnh Hà Kế toán trường,Hồ Ngọc Yến Phương Phó Tổng Giám đốc kiểm Giám đốc Tài chính,Đinh Việt Phương Phó Tổng Giám đốc Thường trực kiểm Giám đốc Điều hành Ngày 30 tháng 4 năm 2021,Đinh Việt Phương Phó Tổng Giám đốc Thường trực kiểm Giám đốc Điều hành Ngày 30 tháng 4 năm 2021,,,,
