row_label_raw,row_label_full,(a),Ngoại tệ các loại,Ngoại tệ các loại_1,Ngoại tệ các loại_2,numeric__Ngoại tệ các loại,numeric__Ngoại tệ các loại_1,numeric__Ngoại tệ các loại_2
(a),(a),(a),,2020,2019,,2020.0,2019.0
,,,USD,10.850.272,100.147.841,,10850272.0,100147841.0
,,,KRW,229.894.064,3.567.799.189,,229894064.0,3567799189.0
,,,JPY,71.052.730,323.634.514,,71052730.0,323634514.0
