row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
100,100,100,TÀI SẢN NGÂN HẠN,,25.382.768.751.524,23.833.884.667.975,,,25382768751524.0,23833884667975.0
110,110,110,Tiền và các khoản tương đương tiền 3,,2.926.425.627.363,5.364.049.804.580,,,2926425627363.0,5364049804580.0
111,111,111,Tiền,,1.240.956.976.086,3.823.871.167.200,,,1240956976086.0,3823871167200.0
112,112,112,Các khoản tương đương tiền,,1.685.468.651.277,1.540.178.637.380,,,1685468651277.0,1540178637380.0
120,120,120,Đầu tư tài chính ngắn hạn,,604.000.000.000,1.144.756.800.000,,,604000000000.0,1144756800000.0
121,121,121,Chứng khoán kinh doanh,4(a),990.000.000.000,990.000.000.000,,,990000000000.0,990000000000.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,4(a),(390.000.000.000),(555.000.000.000),,,-390000000000.0,-555000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(b),4.000.000.000,709.756.800.000,,,4000000000.0,709756800000.0
130,130,130,Các khoản phải thu ngắn hạn,,20.896.413.814.943,16.131.149.866.130,,,20896413814943.0,16131149866130.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,8.595.121.205.429,7.614.990.981.534,,5.0,8595121205429.0,7614990981534.0
132,132,132,Trả trước cho người bản ngắn hạn,6,163.063.451.513,187.271.445.833,,6.0,163063451513.0,187271445833.0
136,136,136,Phải thu ngắn hạn khác,7(a),12.138.229.158.001,8.328.887.438.763,,,12138229158001.0,8328887438763.0
140,140,140,Hàng tồn kho,,712.093.262.127,747.898.679.837,,,712093262127.0,747898679837.0
141,141,141,Hàng tồn kho,8,712.093.262.127,747.898.679.837,,8.0,712093262127.0,747898679837.0
150,150,150,Tài sản ngắn hạn khác,,243.836.047.091,446.029.517.428,,,243836047091.0,446029517428.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),212.806.066.718,382.337.666.788,,,212806066718.0,382337666788.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",,2.665.999.116,533.971.429,,,2665999116.0,533971429.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),28.363.981.257,63.157.879.211,,,28363981257.0,63157879211.0
