row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Phải thu về cho vay dài hạn (Thuyết minh 12),Phải thu về cho vay dài hạn (Thuyết minh 12),Phải thu về cho vay dài hạn (Thuyết minh 12),Phải thu về cho vay dài hạn (Thuyết minh 12),Phải thu về cho vay dài hạn (Thuyết minh 12),,
Bên liên quan khác,Phải thu về cho vay dài hạn (Thuyết minh 12) > Bên liên quan khác,Bên liên quan khác,499.159.644.000,1.200.982.168.000,499159644000.0,1200982168000.0
Phải trả người bản ngắn hạn (Thuyết minh 13),Phải trả người bản ngắn hạn (Thuyết minh 13),Phải trả người bản ngắn hạn (Thuyết minh 13),Phải trả người bản ngắn hạn (Thuyết minh 13),Phải trả người bản ngắn hạn (Thuyết minh 13),,
Cổ đông lớn,Phải trả người bản ngắn hạn (Thuyết minh 13) > Cổ đông lớn,Cổ đông lớn,24.576.182.144,-,24576182144.0,
Công ty liên kết,Phải trả người bản ngắn hạn (Thuyết minh 13) > Công ty liên kết,Công ty liên kết,29.578.997.675,-,29578997675.0,
Bên liên quan khác,Phải trả người bản ngắn hạn (Thuyết minh 13) > Bên liên quan khác,Bên liên quan khác,72.155.211.920,2.613.464.691,72155211920.0,2613464691.0
,,,126.310.391.739,2.613.464.691,126310391739.0,2613464691.0
Người mua trả tiền trước ngắn hạn(Thuyết minh 14),Người mua trả tiền trước ngắn hạn(Thuyết minh 14),Người mua trả tiền trước ngắn hạn(Thuyết minh 14),Người mua trả tiền trước ngắn hạn(Thuyết minh 14),Người mua trả tiền trước ngắn hạn(Thuyết minh 14),,
Cổ đông lớn,Người mua trả tiền trước ngắn hạn(Thuyết minh 14) > Cổ đông lớn,Cổ đông lớn,131.582.161,-,131582161.0,
Công ty liên kết,Người mua trả tiền trước ngắn hạn(Thuyết minh 14) > Công ty liên kết,Công ty liên kết,5.298.624.920,-,5298624920.0,
Bên liên quan khác,Người mua trả tiền trước ngắn hạn(Thuyết minh 14) > Bên liên quan khác,Bên liên quan khác,834.481.786,1.648.172.521,834481786.0,1648172521.0
,,,6.264.688.867,1.648.172.521,6264688867.0,1648172521.0
Phải trả ngắn hạn khác (Thuyết minh 18),Phải trả ngắn hạn khác (Thuyết minh 18),Phải trả ngắn hạn khác (Thuyết minh 18),Phải trả ngắn hạn khác (Thuyết minh 18),Phải trả ngắn hạn khác (Thuyết minh 18),,
Cổ đông lớn,Phải trả ngắn hạn khác (Thuyết minh 18) > Cổ đông lớn,Cổ đông lớn,69.822.859.913,67.531.967.892,69822859913.0,67531967892.0
Công ty liên kết,Phải trả ngắn hạn khác (Thuyết minh 18) > Công ty liên kết,Công ty liên kết,-,314.047.624.600,,314047624600.0
Bên liên quan khác,Phải trả ngắn hạn khác (Thuyết minh 18) > Bên liên quan khác,Bên liên quan khác,735.557.000.000,-,735557000000.0,
,,,805.379.859.913,381.579.592.492,805379859913.0,381579592492.0
Vay ngắn hạn (Thuyết minh 19(a)),Vay ngắn hạn (Thuyết minh 19(a)),Vay ngắn hạn (Thuyết minh 19(a)),Vay ngắn hạn (Thuyết minh 19(a)),Vay ngắn hạn (Thuyết minh 19(a)),,
Cổ đông lớn,Vay ngắn hạn (Thuyết minh 19(a)) > Cổ đông lớn,Cổ đông lớn,1.921.659.266.962,1.366.643.484.671,1921659266962.0,1366643484671.0
Bên liên quan khác,Vay ngắn hạn (Thuyết minh 19(a)) > Bên liên quan khác,Bên liên quan khác,1.000.000.000.000,-,1000000000000.0,
,,,2.921.659.266.962,1.366.643.484.671,2921659266962.0,1366643484671.0
