row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2020VND,2019VND,,,,
,,,LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,,,,,,,
32,Mãsố > 32,32,Tiền mua lại cổ phiếu quỹ,,-,(2.347.121.362.620),,,,-2347121362620.0
33,Mãsố > 33,33,Tiền thu đi vay,,17.804.330.775.879,37.607.640.045.521,,,17804330775879.0,37607640045521.0
34,Mãsố > 34,34,Tiền chỉ trả nợ gốc vay,,(18.173.617.597.912),(31.317.610.606.550),,,-18173617597912.0,-31317610606550.0
36,Mãsố > 36,36,Tiền cổ tức đã trả,,-,(543.112.133.500),,,,-543112133500.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt độngtài chính,,(369.286.822.033),3.399.795.942.851,,,-369286822033.0,3399795942851.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(2.434.154.321.123),(1.727.745.826.821),,,-2434154321123.0,-1727745826821.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,5.364.049.804.580,7.164.923.007.451,,3.0,5364049804580.0,7164923007451.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hốidoái quy đổi ngoại tệ,,(3.469.856.094),(73.127.376.050),,,-3469856094.0,-73127376050.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,2.926.425.627.363,5.364.049.804.580,,3.0,2926425627363.0,5364049804580.0
