row_label_raw,row_label_full,Công ty Cổ phần Vinhomes (trước đây là Công ty Cổ phần Phát triển Đô thị Nam Hà Nội),31/12/2018VND > 93.245.883.139,1/1/2018VND > -,numeric__31/12/2018VND > 93.245.883.139,numeric__1/1/2018VND > -
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,291.660.000,9.716.905.872,291660000.0,9716905872.0
Công ty TNHH Tư vấn và Xây dựng Vincom,Công ty TNHH Tư vấn và Xây dựng Vincom,Công ty TNHH Tư vấn và Xây dựng Vincom,-,27.948.909.900,,27948909900.0
Công ty TNHH Kinh doanh Dịch vụ Tổng hợp Vincom,Công ty TNHH Kinh doanh Dịch vụ Tổng hợp Vincom,Công ty TNHH Kinh doanh Dịch vụ Tổng hợp Vincom,-,26.296.412.790,,26296412790.0
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,-,173.877.282,,173877282.0
,,,93.537.543.139,64.136.105.844,93537543139.0,64136105844.0
