row_label_raw,row_label_full,Công ty Cổ phần Vinhomes (trước đây là Công ty Cổ phần Phát triển Đô thị Nam Hà Nội),31/12/2018VND > 93.245.883.139,1/1/2018VND > -,numeric__31/12/2018VND > 93.245.883.139,numeric__1/1/2018VND > -
Trả trước cho một nhà thầu xây lắp,Trả trước cho một nhà thầu xây lắp,Trả trước cho một nhà thầu xây lắp,905.985.066,80.085.368.011,905985066.0,80085368011.0
Công ty TNHH Tư vấn và Xây dựng Vincom,Công ty TNHH Tư vấn và Xây dựng Vincom,Công ty TNHH Tư vấn và Xây dựng Vincom,-,27.948.909.900,,27948909900.0
Công ty Cổ phần Đầu tư Kinh doanh Địa ốc Hưng Thịnh,Công ty Cổ phần Đầu tư Kinh doanh Địa ốc Hưng Thịnh,Công ty Cổ phần Đầu tư Kinh doanh Địa ốc Hưng Thịnh,-,45.212.940.506,,45212940506.0
Khác,Khác,Khác,188.299.530.230,124.085.293.405,188299530230.0,124085293405.0
,,,282.451.398.435,277.332.511.822,282451398435.0,277332511822.0
