row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,3.052.785.341.627,2.168.753.522.303,3052785341627.0,2168753522303.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,610.557.068.325,433.750.704.461,610557068325.0,433750704461.0
Ảnh hưởng của phân bổ lợi thế thương mại,Ảnh hưởng của phân bổ lợi thế thương mại,Ảnh hưởng của phân bổ lợi thế thương mại,14.516.734.642,14.516.734.642,14516734642.0,14516734642.0
Thay đổi cơ sở tính thuế của tài sản thuần của công ty con phát sinh từ việc sáp nhập công ty con này làm giảm thuế thu nhập hoãn lại phải trả phát sinh từ ngày mua công ty con Chênh lệch giá vốn giữa báo cáo tài chính riêng và báo cáo tài chính hợp nhất,Thay đổi cơ sở tính thuế của tài sản thuần của công ty con phát sinh từ việc sáp nhập công ty con này làm giảm thuế thu nhập hoãn lại phải trả phát sinh từ ngày mua công ty con Chênh lệch giá vốn giữa báo cáo tài chính riêng và báo cáo tài chính hợp nhất,Thay đổi cơ sở tính thuế của tài sản thuần của công ty con phát sinh từ việc sáp nhập công ty con này làm giảm thuế thu nhập hoãn lại phải trả phát sinh từ ngày mua công ty con Chênh lệch giá vốn giữa báo cáo tài chính riêng và báo cáo tài chính hợp nhất,(26.045.902.423),(241.547.277.730),-26045902423.0,-241547277730.0
Thay đổi cơ sở tính thuế của tài sản thuần của công ty con phát sinh từ việc sáp nhập công ty con này làm giảm thuế thu nhập hoãn lại phải trả phát sinh từ ngày mua công ty con Chênh lệch giá vốn giữa báo cáo tài chính riêng và báo cáo tài chính hợp nhất,Thay đổi cơ sở tính thuế của tài sản thuần của công ty con phát sinh từ việc sáp nhập công ty con này làm giảm thuế thu nhập hoãn lại phải trả phát sinh từ ngày mua công ty con Chênh lệch giá vốn giữa báo cáo tài chính riêng và báo cáo tài chính hợp nhất,Thay đổi cơ sở tính thuế của tài sản thuần của công ty con phát sinh từ việc sáp nhập công ty con này làm giảm thuế thu nhập hoãn lại phải trả phát sinh từ ngày mua công ty con Chênh lệch giá vốn giữa báo cáo tài chính riêng và báo cáo tài chính hợp nhất,8.133.498.419,10.423.458.518,8133498419.0,10423458518.0
Chênh lệch lỗ từ chuyển nhượng khoản đầu tư vào công ty liên kết giữa báo cáo tài chính hợp nhất và báo cáo tài chính riêng,Chênh lệch lỗ từ chuyển nhượng khoản đầu tư vào công ty liên kết giữa báo cáo tài chính hợp nhất và báo cáo tài chính riêng,Chênh lệch lỗ từ chuyển nhượng khoản đầu tư vào công ty liên kết giữa báo cáo tài chính hợp nhất và báo cáo tài chính riêng,-,126.920.115.591,,126920115591.0
Phân bổ lãi từ sáp nhập các công ty con,Phân bổ lãi từ sáp nhập các công ty con,Phân bổ lãi từ sáp nhập các công ty con,-,(34.764.324.792),,-34764324792.0
Phân lãi trong công ty liên kết,Phân lãi trong công ty liên kết,Phân lãi trong công ty liên kết,-,(107.974.071.693),,-107974071693.0
Phân chia lợi nhuận sau thuế từ hợp đồng hợp tác kinh doanh,Phân chia lợi nhuận sau thuế từ hợp đồng hợp tác kinh doanh,Phân chia lợi nhuận sau thuế từ hợp đồng hợp tác kinh doanh,-,(2.400.000.000),,-2400000000.0
Lợi ích của lỗ tính thuế sử dụng không được ghi nhận trong các năm trước,Lợi ích của lỗ tính thuế sử dụng không được ghi nhận trong các năm trước,Lợi ích của lỗ tính thuế sử dụng không được ghi nhận trong các năm trước,-,2.189.034,,2189034.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(57.330.878.023),,-57330878023.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,2.908.831.042,-,2908831042.0,
Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,5.507.891.619,(519.569.763),5507891619.0,-519569763.0
Điều chỉnh thuế thu nhập doanh nghiệp những năm trước,Điều chỉnh thuế thu nhập doanh nghiệp những năm trước,Điều chỉnh thuế thu nhập doanh nghiệp những năm trước,23.980.464.367,-,23980464367.0,
,,,639.558.585.991,141.077.080.245,639558585991.0,141077080245.0
