row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,
Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,,
Mua hàng hóa và dịch vụ,Tập đoàn Vingroup – Công ty CP > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,293.171.454.417,161.721.432.144,293171454417.0,161721432144.0
"Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan phải thu","Tập đoàn Vingroup – Công ty CP > Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan phải thu","Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan phải thu",18.176.372.756,61.716.845.181,18176372756.0,61716845181.0
"Lãi cho vay, lãi đặt cọc phải thu","Tập đoàn Vingroup – Công ty CP > Lãi cho vay, lãi đặt cọc phải thu","Lãi cho vay, lãi đặt cọc phải thu",169.079.860.010,400.404.430.163,169079860010.0,400404430163.0
Đặt cọc cho mục đích đầu tư,Tập đoàn Vingroup – Công ty CP > Đặt cọc cho mục đích đầu tư,Đặt cọc cho mục đích đầu tư,-,5.635.183.535.897,,5635183535897.0
Thu hồi đặt cọc cho mục đích đầu tư,Tập đoàn Vingroup – Công ty CP > Thu hồi đặt cọc cho mục đích đầu tư,Thu hồi đặt cọc cho mục đích đầu tư,585.000.000.000,-,585000000000.0,
Nhận chuyển nhượng tài sản,Tập đoàn Vingroup – Công ty CP > Nhận chuyển nhượng tài sản,Nhận chuyển nhượng tài sản,2.513.757.252.161,1.684.909.069.510,2513757252161.0,1684909069510.0
Thu tiền cho vay,Tập đoàn Vingroup – Công ty CP > Thu tiền cho vay,Thu tiền cho vay,2.613.600.000.000,-,2613600000000.0,
Lãi vay phải trả,Tập đoàn Vingroup – Công ty CP > Lãi vay phải trả,Lãi vay phải trả,-,57.137.504.234,,57137504234.0
Cổ tức phải trả,Tập đoàn Vingroup – Công ty CP > Cổ tức phải trả,Cổ tức phải trả,-,130.385.978.462,,130385978462.0
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,629.316.174.308,598.602.027.533,629316174308.0,598602027533.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,106.467.507.499,305.787.704.123,106467507499.0,305787704123.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS (đã sáp nhập vào Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce từ ngày 3 tháng 1 năm 2018),Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS (đã sáp nhập vào Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce từ ngày 3 tháng 1 năm 2018),Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS (đã sáp nhập vào Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce từ ngày 3 tháng 1 năm 2018),Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS (đã sáp nhập vào Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce từ ngày 3 tháng 1 năm 2018),Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS (đã sáp nhập vào Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce từ ngày 3 tháng 1 năm 2018),,
Bán hàng hóa và dịch vụ,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS (đã sáp nhập vào Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce từ ngày 3 tháng 1 năm 2018) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,-,216.035.313.749,,216035313749.0
