row_label_raw,row_label_full,col_0,31/12/2018VND,1/1/2018VND,numeric__31/12/2018VND,numeric__1/1/2018VND
Dự án Vincom Center Trần Duy Hưng,Dự án Vincom Center Trần Duy Hưng,Dự án Vincom Center Trần Duy Hưng,665.914.258.137,426.501.750.131,665914258137.0,426501750131.0
Dự án Vincom Maximark Biên Hòa,Dự án Vincom Maximark Biên Hòa,Dự án Vincom Maximark Biên Hòa,134.398.780.978,128.746.631.423,134398780978.0,128746631423.0
Dự án Vincom Plaza Móng Cái,Dự án Vincom Plaza Móng Cái,Dự án Vincom Plaza Móng Cái,88.580.996.854,-,88580996854.0,
"Dự án Vincom Dĩ An, Bình Dương","Dự án Vincom Dĩ An, Bình Dương","Dự án Vincom Dĩ An, Bình Dương",79.358.196.364,-,79358196364.0,
Dự án Vincom Bắc Kạn,Dự án Vincom Bắc Kạn,Dự án Vincom Bắc Kạn,66.429.737.371,-,66429737371.0,
Dự án Vincom Hòa Bình,Dự án Vincom Hòa Bình,Dự án Vincom Hòa Bình,62.624.304.567,-,62624304567.0,
"Dự án Vincom Plaza Suối Hoa, Bắc Ninh","Dự án Vincom Plaza Suối Hoa, Bắc Ninh","Dự án Vincom Plaza Suối Hoa, Bắc Ninh",-,234.926.380.940,,234926380940.0
Dự án Vincom Plaza Long An,Dự án Vincom Plaza Long An,Dự án Vincom Plaza Long An,-,79.336.902.897,,79336902897.0
Dự án Vinperal Riverfront Condotel Đà Nẵng,Dự án Vinperal Riverfront Condotel Đà Nẵng,Dự án Vinperal Riverfront Condotel Đà Nẵng,-,77.312.696.898,,77312696898.0
Dự án Vincom Plaza Bảo Lộc,Dự án Vincom Plaza Bảo Lộc,Dự án Vincom Plaza Bảo Lộc,-,73.345.846.571,,73345846571.0
Các dự án nâng cấp trung tâm thương mại,Các dự án nâng cấp trung tâm thương mại,Các dự án nâng cấp trung tâm thương mại,148.865.523.718,-,148865523718.0,
Khác,Khác,Khác,97.305.941.315,59.940.600.813,97305941315.0,59940600813.0
,,,1.343.477.739.304,1.080.110.809.673,1343477739304.0,1080110809673.0
