row_label_raw,row_label_full,col_0,2018VND,numeric__2018VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.842.989.435.687,1842989435687.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.540.959.402.026,1540959402026.0
Chuyển từ bất động sản đầu tư,Chuyển từ bất động sản đầu tư,Chuyển từ bất động sản đầu tư,148.281.485.336,148281485336.0
Bất động sản đã bán trong năm,Bất động sản đã bán trong năm,Bất động sản đã bán trong năm,(2.638.670.208.476),-2638670208476.0
Biến động hàng tồn kho khác,Biến động hàng tồn kho khác,Biến động hàng tồn kho khác,9.817.757.925,9817757925.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,903.377.872.498,903377872498.0
