row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2018 VND,2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2018 VND,numeric__2017 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,33,9.123.951.723.319,5.518.240.029.667,1.0,33.0,9123951723319.0,5518240029667.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,33,-,-,2.0,33.0,,
Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),10,33,9.123.951.723.319,5.518.240.029.667,10.0,33.0,9123951723319.0,5518240029667.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,34,5.482.654.981.478,2.717.091.439.410,11.0,34.0,5482654981478.0,2717091439410.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,3.641.296.741.841,2.801.148.590.257,20.0,,3641296741841.0,2801148590257.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,35,519.223.529.708,586.894.964.438,21.0,35.0,519223529708.0,586894964438.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,36,417.400.009.356,1.165.558.398.602,22.0,36.0,417400009356.0,1165558398602.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,375.271.013.919,531.686.434.344,23.0,,375271013919.0,531686434344.0
Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,24,,-,539.870.358.463,24.0,,,539870358463.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,37,408.674.869.689,256.176.889.225,25.0,37.0,408674869689.0,256176889225.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,38,342.114.739.647,313.538.647.450,26.0,38.0,342114739647.0,313538647450.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,2.992.330.652.857,2.192.639.977.881,30.0,,2992330652857.0,2192639977881.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,39,78.051.498.814,33.738.649.561,31.0,39.0,78051498814.0,33738649561.0
Chi phí khác,Chi phí khác,Chi phí khác,32,40,17.596.810.044,57.625.105.139,32.0,40.0,17596810044.0,57625105139.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,60.454.688.770,(23.886.455.578),40.0,,60454688770.0,-23886455578.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,3.052.785.341.627,2.168.753.522.303,50.0,,3052785341627.0,2168753522303.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,42,616.686.429.168,373.749.894.338,51.0,42.0,616686429168.0,373749894338.0
Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,52,42,22.872.156.823,(232.672.814.093),52.0,42.0,22872156823.0,-232672814093.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang tiếp theo),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang tiếp theo),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang tiếp theo),60,,2.413.226.755.636,2.027.676.442.058,60.0,,2413226755636.0,2027676442058.0
