row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),200,,31.561.042.607.246,24.776.701.353.840,200.0,,31561042607246.0,24776701353840.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,10.106.962.116,7.594.538.151,210.0,,10106962116.0,7594538151.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,10(c),10.106.962.116,7.594.538.151,216.0,,10106962116.0,7594538151.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,307.841.694.121,170.582.653.735,220.0,,307841694121.0,170582653735.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,14,281.955.461.842,136.943.332.298,221.0,14.0,281955461842.0,136943332298.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,365.420.937.565,185.494.246.758,222.0,,365420937565.0,185494246758.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(83.465.475.723),(48.550.914.460),223.0,,-83465475723.0,-48550914460.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,15,25.886.232.279,33.639.321.437,227.0,15.0,25886232279.0,33639321437.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,45.236.328.892,46.477.046.089,228.0,,45236328892.0,46477046089.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(19.350.096.613),(12.837.724.652),229.0,,-19350096613.0,-12837724652.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,16,26.429.422.507.995,20.401.205.403.605,230.0,16.0,26429422507995.0,20401205403605.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,29.763.599.129.860,22.721.608.675.377,231.0,,29763599129860.0,22721608675377.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(3.334.176.621.865),(2.320.403.271.772),232.0,,-3334176621865.0,-2320403271772.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.343.477.739.304,1.080.110.809.673,240.0,,1343477739304.0,1080110809673.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,17,1.343.477.739.304,1.080.110.809.673,242.0,17.0,1343477739304.0,1080110809673.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,1.832.000.000.000,1.830.000.000.000,250.0,,1832000000000.0,1830000000000.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,2.000.000.000,-,253.0,,2000000000.0,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,255,6,1.830.000.000.000,1.830.000.000.000,255.0,6.0,1830000000000.0,1830000000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,1.638.193.703.710,1.287.207.948.676,260.0,,1638193703710.0,1287207948676.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,18(b),593.378.680.356,394.382.213.713,261.0,,593378680356.0,394382213713.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,19,9.453.197.319,13.880.235.718,262.0,19.0,9453197319.0,13880235718.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,13,556.000.000.000,327.000.000.000,268.0,13.0,556000000000.0,327000000000.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,20,479.361.826.035,551.945.499.245,269.0,20.0,479361826035.0,551945499245.0
TỔNG TÀI SẢN(270 = 100 + 200),TỔNG TÀI SẢN(270 = 100 + 200),TỔNG TÀI SẢN(270 = 100 + 200),270,,38.683.683.427.559,38.133.237.035.179,270.0,,38683683427559.0,38133237035179.0
