row_label_raw,row_label_full,col_0,1/1/2018VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Cán trừ VND,31/12/2018VND,numeric__1/1/2018VND,numeric__Số phải nộp trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Cán trừ VND,numeric__31/12/2018VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,154.914.332.610,616.686.429.168,(561.242.406.324),(12.535.674.074),197.822.681.380,154914332610.0,616686429168.0,-561242406324.0,-12535674074.0,197822681380.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,26.609.893.138,829.592.171.353,(354.631.464.398),(489.335.248.976),12.235.351.117,26609893138.0,829592171353.0,-354631464398.0,-489335248976.0,12235351117.0
Tiền sử dụng đất và tiền thuê đất,Tiền sử dụng đất và tiền thuê đất,Tiền sử dụng đất và tiền thuê đất,-,345.682.662.006,(283.684.662.006),-,61.998.000.000,,345682662006.0,-283684662006.0,,61998000000.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.891.782.775,47.767.663.888,(47.507.313.441),-,4.152.133.222,3891782775.0,47767663888.0,-47507313441.0,,4152133222.0
Thuế và các khoản phải nộp khác,Thuế và các khoản phải nộp khác,Thuế và các khoản phải nộp khác,25.561.933.599,1.966.786.409,(27.528.720.008),-,-,25561933599.0,1966786409.0,-27528720008.0,,
,,,210.977.942.122,1.841.695.712.824,(1.274.594.566.177),(501.870.923.050),276.208.165.719,210977942122.0,1841695712824.0,-1274594566177.0,-501870923050.0,276208165719.0
