row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2018 VND,2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2018 VND,numeric__2017 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
Tiền chi mua tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền chi mua tài sản cố định và tài sản dài hạn khác,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,,(2.577.933.362.076),(7.223.881.140.930),21.0,,-2577933362076.0,-7223881140930.0
Tiền thu lại khoản đặt cọc cho mục đích đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu lại khoản đặt cọc cho mục đích đầu tư,Tiền thu lại khoản đặt cọc cho mục đích đầu tư,21,,585.000.000.000,-,21.0,,585000000000.0,
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,,475.234.343,9.933.583.949,22.0,,475234343.0,9933583949.0
Tiền chi cho vay và gửi tiền gửi có kỳ hạn tại ngân hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền chi cho vay và gửi tiền gửi có kỳ hạn tại ngân hàng,Tiền chi cho vay và gửi tiền gửi có kỳ hạn tại ngân hàng,23,,(685.953.287.489),(1.890.181.546.761),23.0,,-685953287489.0,-1890181546761.0
"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",24,,2.659.268.494.949,1.574.694.088.166,24.0,,2659268494949.0,1574694088166.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,,(2.000.000.000),(4.210.000.000),25.0,,-2000000000.0,-4210000000.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,,136.694.692.439,3.588.367.957.995,26.0,,136694692439.0,3588367957995.0
Tiền thu lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,,520.565.121.013,1.856.020.571.350,27.0,,520565121013.0,1856020571350.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,636.116.893.179,(2.089.256.486.231),30.0,,636116893179.0,-2089256486231.0
