row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.135.767.979.846,1.171.610.571.428,,26.0,1135767979846.0,1171610571428.0
02,02,02,2. Các khoản giám trừ doanh thu,27,2.054.101.321,836.641.404,,27.0,2054101321.0,836641404.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,1.133.713.878.525,1.170.773.930.024,,,1133713878525.0,1170773930024.0
11,11,11,4. Giá vốn hàng bán,28,519.311.660.103,691.044.393.924,,28.0,519311660103.0,691044393924.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,614.402.218.422,479.729.536.100,,,614402218422.0,479729536100.0
21,21,21,6. Doanh thu hoạt động tài chính,29,23.047.799.043,56.216.010.492,,29.0,23047799043.0,56216010492.0
22,22,22,7. Chi phí tài chính,30,3.693.167.012,191.034.096.752,,30.0,3693167012.0,191034096752.0
23,23,23,Trong đó: Chi phí lãi vay,,770.870.691,165.238.552.206,,,770870691.0,165238552206.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,117.892.323.910,(71.236.764.340),,,117892323910.0,-71236764340.0
25,25,25,9. Chi phí bán hàng,31,145.176.291.397,130.126.440.229,,31.0,145176291397.0,130126440229.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,1.017.858.883.353,854.743.167.650,,32.0,1017858883353.0,854743167650.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,(411.386.000.387),(711.194.922.379),,,-411386000387.0,-711194922379.0
31,31,31,12. Thu nhập khác,33,6.674.331.245,8.226.762.176,,33.0,6674331245.0,8226762176.0
32,32,32,13. Chi phí khác,34,26.374.755.718,27.843.826.399,,34.0,26374755718.0,27843826399.0
40,40,40,14. Lợi nhuận khác,,(19.700.424.473),(19.617.064.223),,,-19700424473.0,-19617064223.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,(431.086.424.860),(730.811.986.602),,,-431086424860.0,-730811986602.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,35,39.982.072.208,34.394.252.991,,35.0,39982072208.0,34394252991.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,36,377.855.840,29.069.594.201,,36.0,377855840.0,29069594201.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(471.446.352.908),(794.275.833.794),,,-471446352908.0,-794275833794.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,(472.517.350.873),(727.935.542.545),,,-472517350873.0,-727935542545.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,1.070.997.965,(66.340.291.249),,,1070997965.0,-66340291249.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,(1.575),(2.426),,37.0,-1575.0,-2426.0
