row_label_raw,row_label_full,Mã số,NGUỐN VỐN,Thuyết minh,31/12/2017 > VND,01/01/2017 (Đã điều chỉnh) > VND,numeric__NGUỐN VỐN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 (Đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,4.510.554.340.980,4.688.592.847.633,,,4510554340980.0,4688592847633.0
310,310,310,I. Nợ ngắn hạn,,2.640.290.748.165,2.941.888.927.417,,,2640290748165.0,2941888927417.0
311,311,311,1. Phải trả người bán ngắn hạn,18,62.473.881.671,104.767.545.926,,18.0,62473881671.0,104767545926.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,311.645.742.833,317.429.291.108,,19.0,311645742833.0,317429291108.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,180.187.588.647,155.988.036.789,,20.0,180187588647.0,155988036789.0
314,314,314,4. Phải trả người lao động,,11.986.979.017,12.156.187.625,,,11986979017.0,12156187625.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,206.896.411.269,608.548.158.102,,21.0,206896411269.0,608548158102.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,11.948.363.211,10.793.649.807,,23.0,11948363211.0,10793649807.0
319,319,319,7. Phải trả ngắn hạn khác,22,954.441.915.333,711.723.736.876,,22.0,954441915333.0,711723736876.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,17,893.405.000.000,1.016.343.157.332,,17.0,893405000000.0,1016343157332.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,7.304.866.184,4.139.163.852,,,7304866184.0,4139163852.0
330,330,330,II. Nợ dài hạn,,1.870.263.592.815,1.746.703.920.216,,,1870263592815.0,1746703920216.0
331,331,331,1. Phải trả người bán dài hạn,18,5.119.660.505,-,,18.0,5119660505.0,
332,332,332,2. Người mua trả tiền trước dài hạn,19,101.672.849.093,101.672.849.093,,19.0,101672849093.0,101672849093.0
333,333,333,3. Chi phí phải trả dài hạn,21,37.397.910.222,-,,21.0,37397910222.0,
336,336,336,4. Doanh thu chưa thực hiện dài hạn,23,306.120.733.843,313.886.467.075,,23.0,306120733843.0,313886467075.0
337,337,337,5. Phải trả dài hạn khác,22,912.183.719.278,884.055.815.020,,22.0,912183719278.0,884055815020.0
338,338,338,6. Vay và nợ thuê tài chính dài hạn,17,420.354.204.745,361.403.449.503,,17.0,420354204745.0,361403449503.0
341,341,341,7. Thuế thu nhập hoãn lại phải trả,36,87.414.515.129,85.685.339.525,,36.0,87414515129.0,85685339525.0
