row_label_raw,row_label_full,col_0,454.400.792.231,461.731.529.235,numeric__454.400.792.231,numeric__461.731.529.235
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,
- Công ty TNHH VNT (6),b) Dài hạn > - Công ty TNHH VNT (6),- Công ty TNHH VNT (6),528.016.082.500,528.016.082.500,528016082500.0,528016082500.0
- Công ty Cổ phần SSG Văn Thánh (7),b) Dài hạn > - Công ty Cổ phần SSG Văn Thánh (7),- Công ty Cổ phần SSG Văn Thánh (7),123.000.000.000,198.226.211.840,123000000000.0,198226211840.0
- Công ty Cổ phần Đầu tư Tư vấn Tài chính Liên Việt (8),b) Dài hạn > - Công ty Cổ phần Đầu tư Tư vấn Tài chính Liên Việt (8),- Công ty Cổ phần Đầu tư Tư vấn Tài chính Liên Việt (8),145.000.000.000,145.000.000.000,145000000000.0,145000000000.0
- Ngân hàng Thương mại TNHH MTV Đại Dương (9),b) Dài hạn > - Ngân hàng Thương mại TNHH MTV Đại Dương (9),- Ngân hàng Thương mại TNHH MTV Đại Dương (9),86.488.444.173,86.488.444.173,86488444173.0,86488444173.0
- Công ty Cổ phần Đầu tư và Xây dựng Bảo Minh (10),b) Dài hạn > - Công ty Cổ phần Đầu tư và Xây dựng Bảo Minh (10),- Công ty Cổ phần Đầu tư và Xây dựng Bảo Minh (10),66.000.000.000,66.000.000.000,66000000000.0,66000000000.0
- Công ty Cổ phần Licogi 19 (11),b) Dài hạn > - Công ty Cổ phần Licogi 19 (11),- Công ty Cổ phần Licogi 19 (11),57.000.000.000,57.000.000.000,57000000000.0,57000000000.0
- Công ty Cổ phần Đầu tư Phát triển Gia Định (12),b) Dài hạn > - Công ty Cổ phần Đầu tư Phát triển Gia Định (12),- Công ty Cổ phần Đầu tư Phát triển Gia Định (12),49.083.247.680,49.083.247.680,49083247680.0,49083247680.0
- Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Đầu khi Việt Nam (13),b) Dài hạn > - Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Đầu khi Việt Nam (13),- Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Đầu khi Việt Nam (13),41.222.392.181,41.222.392.181,41222392181.0,41222392181.0
- Dự án chợ Nhật Tân,b) Dài hạn > - Dự án chợ Nhật Tân,- Dự án chợ Nhật Tân,-,4.302.000.000,,4302000000.0
