row_label_raw,row_label_full,col_0,Từ 1 năm trở,Trên 1 năm,Trên 5 năm,Cộng,numeric__Từ 1 năm trở,numeric__Trên 1 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Đầu tư ngắn hạn,Tại ngày 31/12/2017 > Đầu tư ngắn hạn,Đầu tư ngắn hạn,13.152.648.200,-,-,13.152.648.200,13152648200.0,,,13152648200.0
Đầu tư dài hạn,Tại ngày 31/12/2017 > Đầu tư dài hạn,Đầu tư dài hạn,-,117.694.280.784,-,117.694.280.784,,117694280784.0,,117694280784.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Đầu tư ngắn hạn,Tại ngày 01/01/2017 > Đầu tư ngắn hạn,Đầu tư ngắn hạn,15.673.998.200,-,-,15.673.998.200,15673998200.0,,,15673998200.0
Đầu tư dài hạn,Tại ngày 01/01/2017 > Đầu tư dài hạn,Đầu tư dài hạn,-,127.694.280.784,-,127.694.280.784,,127694280784.0,,127694280784.0
