row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017(Dã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Dã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.163.173.652.872,2.553.228.757.737,,,2163173652872.0,2553228757737.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,416.294.201.953,203.703.576.015,,3.0,416294201953.0,203703576015.0
111,111,111,1. Tiền,,103.641.815.400,79.280.151.084,,,103641815400.0,79280151084.0
112,112,112,2. Các khoản tương đương tiền,,312.652.386.553,124.423.424.931,,,312652386553.0,124423424931.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,86.202.648.200,31.823.998.200,,4.0,86202648200.0,31823998200.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.597.559,53.998.597.559,,,53998597559.0,53998597559.0
122,122,122,2. Dự phòng giám giá chủng khoán kinh doanh,,(40.845.949.359),(38.324.599.359),,,-40845949359.0,-38324599359.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,73.050.000.000,16.150.000.000,,,73050000000.0,16150000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.336.791.967.410,2.001.659.961.465,,,1336791967410.0,2001659961465.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,178.617.442.412,172.731.961.127,,5.0,178617442412.0,172731961127.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,454.400.792.231,461.731.529.235,,6.0,454400792231.0,461731529235.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,1.519.333.804.339,1.519.333.804.339,,7.0,1519333804339.0,1519333804339.0
136,136,136,4. Phải thu ngắn hạn khác,08,2.594.057.617.545,2.585.189.975.991,,8.0,2594057617545.0,2585189975991.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(3.417.110.554.794),(2.744.652.232.158),,,-3417110554794.0,-2744652232158.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,7.492.865.677,7.324.922.931,,9.0,7492865677.0,7324922931.0
140,140,140,IV. Hàng tồn kho,11,293.023.182.966,286.458.970.008,,11.0,293023182966.0,286458970008.0
141,141,141,1. Hàng tồn kho,,297.845.410.628,286.458.970.008,,,297845410628.0,286458970008.0
149,149,149,2. Dự phòng giám giá hàng tồn kho,,(4.822.227.662),-,,,-4822227662.0,
150,150,150,V. Tài sản ngắn hạn khác,,30.861.652.343,29.582.252.049,,,30861652343.0,29582252049.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,15,10.329.821.115,8.484.858.783,,15.0,10329821115.0,8484858783.0
152,152,152,2. Thuế GTGT được khấu trừ,,9.746.763.864,9.883.151.732,,,9746763864.0,9883151732.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,10.785.067.364,11.214.241.534,,20.0,10785067364.0,11214241534.0
