row_label_raw,row_label_full,col_0,Vốn đầu tư của Chủ sở hữu,Vốn khác của chủ sở hữu,Cổ phiếu quỹ,Quỹ khác thuộc vốn chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận chưa phân phối,Lợi ích cổ đông không kiểm soát,Cộng,numeric__Vốn đầu tư của Chủ sở hữu,numeric__Vốn khác của chủ sở hữu,numeric__Cổ phiếu quỹ,numeric__Quỹ khác thuộc vốn chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận chưa phân phối,numeric__Lợi ích cổ đông không kiểm soát,numeric__Cộng
,,,VND,VND,VND,VND,VND,VND,VND,VND,,,,,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.000.000.000.000,1.286.825.482,(10.000),14.345.072.839,108.373.203.002,(1.711.019.354.120),765.862.987.455,2.178.848.724.658,3000000000000.0,1286825482.0,-10000.0,14345072839.0,108373203002.0,-1711019354120.0,765862987455.0,2178848724658.0
Tăng vốn trong năm trước,Tăng vốn trong năm trước,Tăng vốn trong năm trước,-,-,-,-,-,-,38.447.926.694,-,,,,,,,38447926694.0,
Lỗ trong kỳ trước,Lỗ trong kỳ trước,Lỗ trong kỳ trước,-,-,-,-,-,(727.935.542.545),(66.340.291.249),(794.275.833.794),,,,,,-727935542545.0,-66340291249.0,-794275833794.0
Tăng khác,Tăng khác,Tăng khác,-,-,-,-,-,3.000.000,-,3.000.000,,,,,,3000000.0,,3000000.0
Điều chỉnh tỷ lệ lợi ích (âm) của cổ đông không kiểm soát,Điều chỉnh tỷ lệ lợi ích (âm) của cổ đông không kiểm soát,Điều chỉnh tỷ lệ lợi ích (âm) của cổ đông không kiểm soát,-,-,-,-,-,32.754.131.062,(32.754.131.062),-,,,,,,32754131062.0,-32754131062.0,
Ảnh hưởng do thay đổi tỷ lệ lợi ích tại công ty con,Ảnh hưởng do thay đổi tỷ lệ lợi ích tại công ty con,Ảnh hưởng do thay đổi tỷ lệ lợi ích tại công ty con,-,-,-,-,-,3.256.332.788,(3.256.332.788),-,,,,,,3256332788.0,-3256332788.0,
Phân phối lợi nhuận tại Công ty con,Phân phối lợi nhuận tại Công ty con,Phân phối lợi nhuận tại Công ty con,-,-,-,-,1.483.846.798,(3.011.239.559),(9.301.729.371),(10.829.122.132),,,,,1483846798.0,-3011239559.0,-9301729371.0,-10829122132.0
Thời vốn khởi Công ty THT,Thời vốn khởi Công ty THT,Thời vốn khởi Công ty THT,-,-,-,-,-,-,(64.845.327.761),(64.845.327.761),,,,,,,-64845327761.0,-64845327761.0
Giảm khác,Giảm khác,Giảm khác,-,-,-,-,-,(4.622.080.592),(3.962.416.979),(8.584.497.571),,,,,,-4622080592.0,-3962416979.0,-8584497571.0
